Name,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points
Manish Pandey,not out,2,2,0,0,100,2,392199,2,2
Ravi Bopara,c Tendulkar b Bravo,6,14,0,0,42.86,1,392200,2,0
Karan Goel,st †Shah b Harbhajan Singh,12,12,0,1,100,1,392200,2,14
Kumar Sangakkara,not out,45,44,2,1,102.27,1,392200,2,49
Yuvraj Singh,c Khan b Duminy,10,13,1,0,76.92,1,392200,2,11
Mahela Jayawardene,c Dhawan b Jayasuriya,7,9,0,0,77.78,1,392200,2,7
Irfan Pathan,c Bravo b Khan,7,10,0,0,70,1,392200,2,7
Wilkin Mota,b Malinga,5,6,0,0,83.33,1,392200,2,5
Piyush Chawla,b Malinga,0,2,0,0,0,1,392200,2,-2
Ramesh Powar,run out (†Shah),10,10,1,0,100,1,392200,2,11
Sanath Jayasuriya,c Yuvraj Singh b Pathan,0,1,0,0,0,2,392200,2,-2
Sachin Tendulkar,c Jayawardene b Malik,1,6,0,0,16.67,2,392200,2,-5
Shikhar Dhawan,lbw b Abdulla,3,7,0,0,42.86,2,392200,2,-3
Jean Paul Duminy,c sub (T Kohli) b Abdulla,59,63,4,0,93.65,2,392200,2,63
Dwayne Bravo,c Mota b Powar,15,20,1,1,75,2,392200,2,18
Abhishek Nayar,b Pathan,15,15,1,0,100,2,392200,2,16
Harbhajan Singh,c Goel b Chawla,6,5,1,0,120,2,392200,2,7
Saurabh Tiwary,not out,6,4,0,0,150,2,392200,2,6
Zaheer Khan,not out,0,0,0,0,0,2,392200,2,-2
Adam Gilchrist,c †Karthik b Nannes,8,5,2,0,160,1,392201,2,10
Herschelle Gibbs,c de Villiers b Nannes,0,4,0,0,0,1,392201,2,-2
Azhar Bilakhia,lbw b Vettori,22,27,2,0,81.48,1,392201,2,24
Rohit Sharma,c Manhas b Mishra,17,20,2,0,85,1,392201,2,19
Tirumalasetti Suman,c de Villiers b Sangwan,23,14,1,1,164.29,1,392201,2,26
Dwayne Smith,c Vettori b Nehra,48,28,5,2,171.43,1,392201,2,63
Venugopal Rao,b Nehra,16,15,1,0,106.67,1,392201,2,17
Shoaib Ahmed,run out (†Karthik),0,3,0,0,0,1,392201,2,-2
RP Singh,not out,2,4,0,0,50,1,392201,2,2
Pragyan Ojha,run out (Vettori/†Karthik),1,1,0,0,100,1,392201,2,1
Gautam Gambhir,lbw b Shoaib Ahmed,17,15,3,0,113.33,2,392201,2,20
Virender Sehwag,c Gibbs b Singh,20,11,4,0,181.82,2,392201,2,30
AB de Villiers,c Ojha b Shoaib Ahmed,5,9,1,0,55.56,2,392201,2,6
Tillakaratne Dilshan,not out,52,46,4,3,113.04,2,392201,2,62
Dinesh Karthik,lbw b Ojha,41,30,3,1,136.67,2,392201,2,46
Mithun Manhas,not out,3,2,0,0,150,2,392201,2,3
Parthiv Patel,c Kamran Khan b Pathan,3,11,0,0,27.27,1,392202,2,-3
Matthew Hayden,b Pathan,1,2,0,0,50,1,392202,2,1
Suresh Raina,c Smith b Patel,98,55,10,5,178.18,1,392202,2,124
S Badrinath,st †Rawat b Warne,29,27,4,0,107.41,1,392202,2,33
Jacob Oram,c Mascarenhas b Patel,2,6,0,0,33.33,1,392202,2,-4
MS Dhoni,not out,22,19,0,1,115.79,1,392202,2,24
Albie Morkel,not out,4,1,1,0,400,1,392202,2,11
Rob Quiney,lbw b Raina,28,31,4,0,90.32,2,392202,2,32
Graeme Smith,c Badrinath b Morkel,2,5,0,0,40,2,392202,2,-4
Swapnil Asnodkar,hit wicket b Morkel,10,8,0,1,125,2,392202,2,12
Ravindra Jadeja,c Hayden b Balaji,37,33,2,1,112.12,2,392202,2,41
Yusuf Pathan,c Raina b Balaji,20,13,3,0,153.85,2,392202,2,23
Dimitri Mascarenhas,c Muralitharan b Oram,8,8,1,0,100,2,392202,2,9
Shane Warne,c Badrinath b Balaji,3,9,0,0,33.33,2,392202,2,-3
Mahesh Rawat,not out,8,6,1,0,133.33,2,392202,2,9
Munaf Patel,c †Patel b Oram,0,1,0,0,0,2,392202,2,-2
Siddharth Trivedi,c Raina b Balaji,2,3,0,0,66.67,2,392202,2,2
Kamran Khan,absent hurt,-,-,-,-,0,2,392202,2,#VALUE!
Sanath Jayasuriya,c †van Wyk b Dinda,6,8,1,0,75,1,392203,2,7
Sachin Tendulkar,c McCullum b Agarkar,34,30,3,2,113.33,1,392203,2,41
Harbhajan Singh,c Dinda b Kartik,6,7,0,0,85.71,1,392203,2,6
Abhishek Nayar,b Hodge,10,13,1,0,76.92,1,392203,2,11
Jean Paul Duminy,not out,52,37,1,4,140.54,1,392203,2,61
Graham Napier,c McCullum b Gayle,15,16,1,0,93.75,1,392203,2,16
Ajinkya Rahane,c Gayle b Sharma,10,8,1,0,125,1,392203,2,11
Zaheer Khan,not out,2,2,0,0,100,1,392203,2,2
Chris Gayle,b Khan,7,7,1,0,100,2,392203,2,8
Sourav Ganguly,b Khan,0,1,0,0,0,2,392203,2,-2
Brad Hodge,run out (Duminy/†Shah),73,60,5,3,121.67,2,392203,2,84
Morne van Wyk,c Duminy b Napier,32,35,3,0,91.43,2,392203,2,35
Laxmi Shukla,b Khan,6,7,0,0,85.71,2,392203,2,6
Brendon McCullum,c Malinga b Nayar,5,7,0,0,71.43,2,392203,2,5
Wriddhiman Saha,not out,8,4,1,0,200,2,392203,2,15
Ajit Agarkar,not out,0,0,0,0,0,2,392203,2,-2
Jesse Ryder,c Jayawardene b Pathan,2,5,0,0,40,1,392204,2,-4
Shreevats Goswami,c Chawla b Abdulla,10,14,0,0,71.43,1,392204,2,10
Rajesh Bishnoi,c Chawla b Abdulla,18,14,1,2,128.57,1,392204,2,23
Jacques Kallis,b Yuvraj Singh,27,22,4,0,122.73,1,392204,2,31
Robin Uthappa,c Katich b Yuvraj Singh,19,17,2,0,111.76,1,392204,2,21
Virat Kohli,c Chawla b Pathan,16,14,2,0,114.29,1,392204,2,18
Mark Boucher,lbw b Yuvraj Singh,2,4,0,0,50,1,392204,2,2
Roelof van der Merwe,c Pathan b Abdulla,35,19,3,3,184.21,1,392204,2,50
Praveen Kumar,not out,9,7,1,0,128.57,1,392204,2,10
Anil Kumble,b Abdulla,1,3,0,0,33.33,1,392204,2,-5
KP Appanna,not out,0,1,0,0,0,1,392204,2,-2
Yuvraj Singh,c Kallis b Kumble,50,34,3,4,147.06,2,392204,2,61
Karan Goel,c Kohli b van der Merwe,20,29,2,0,68.97,2,392204,2,22
Simon Katich,run out (van der Merwe/†Boucher),3,5,0,0,60,2,392204,2,3
Kumar Sangakkara,b Kumble,17,23,2,0,73.91,2,392204,2,19
Mahela Jayawardene,c Kallis b van der Merwe,19,15,2,0,126.67,2,392204,2,21
Irfan Pathan,c Kohli b Kumar,12,9,2,0,133.33,2,392204,2,14
Piyush Chawla,b Kumar,3,4,0,0,75,2,392204,2,3
Ramesh Powar,not out,0,0,0,0,0,2,392204,2,-2
Tanmay Srivastava,not out,0,1,0,0,0,2,392204,2,-2
Herschelle Gibbs,lbw b Pathan,8,10,1,0,80,1,392205,2,9
Adam Gilchrist,c Pathan b Jadeja,39,35,5,2,111.43,1,392205,2,48
Azhar Bilakhia,c Trivedi b Harwood,1,5,0,0,20,1,392205,2,-5
Rohit Sharma,c Warne b Trivedi,38,32,2,2,118.75,1,392205,2,44
Tirumalasetti Suman,not out,41,30,2,1,136.67,1,392205,2,45
Dwayne Smith,c Warne b Harwood,7,8,1,0,87.5,1,392205,2,8
Venugopal Rao,not out,0,0,0,0,0,1,392205,2,-2
Graeme Smith,c Shoaib Ahmed b Edwards,0,2,0,0,0,2,392205,2,-2
Swapnil Asnodkar,run out (Gibbs/Venugopal Rao),0,1,0,0,0,2,392205,2,-2
Lee Carseldine,lbw b Venugopal Rao,39,32,6,0,121.88,2,392205,2,45
Naman Ojha,c Gibbs b Singh,0,6,0,0,0,2,392205,2,-2
Ravindra Jadeja,c Smith b Venugopal Rao,12,17,0,1,70.59,2,392205,2,14
Shane Warne,c †Gilchrist b Ojha,21,17,0,2,123.53,2,392205,2,25
Abhishek Raut,not out,36,23,4,0,156.52,2,392205,2,40
Yusuf Pathan,c Gibbs b Singh,24,14,2,2,171.43,2,392205,2,36
Shane Harwood,not out,3,7,0,0,42.86,2,392205,2,-3
Murali Vijay,c Bhatia b Nehra,14,13,2,0,107.69,1,392206,2,16
Matthew Hayden,c de Villiers b Sangwan,30,19,4,1,157.89,1,392206,2,36
Suresh Raina,c Dilshan b Bhatia,32,21,2,2,152.38,1,392206,2,38
S Badrinath,b Bhatia,45,34,4,2,132.35,1,392206,2,53
Albie Morkel,c & b Nehra,6,4,1,0,150,1,392206,2,7
MS Dhoni,c Gambhir b Nannes,6,7,0,0,85.71,1,392206,2,6
Jacob Oram,c de Villiers b Nannes,3,7,0,0,42.86,1,392206,2,-3
Shadab Jakati,c Gambhir b Nannes,13,8,2,0,162.5,1,392206,2,15
Lakshmipathy Balaji,c de Villiers b Nehra,2,3,0,0,66.67,1,392206,2,2
Muttiah Muralitharan,run out (de Villiers/†Karthik),3,4,0,0,75,1,392206,2,3
Sudeep Tyagi,not out,0,0,0,0,0,1,392206,2,-2
Gautam Gambhir,c Raina b Tyagi,13,14,2,0,92.86,2,392206,2,15
David Warner,st †Dhoni b Jakati,51,40,5,1,127.5,2,392206,2,58
AB de Villiers,b Tyagi,0,1,0,0,0,2,392206,2,-2
Tillakaratne Dilshan,b Jakati,13,13,0,1,100,2,392206,2,15
Dinesh Karthik,c Muralitharan b Jakati,52,31,7,1,167.74,2,392206,2,61
Mithun Manhas,b Muralitharan,0,4,0,0,0,2,392206,2,-2
Rajat Bhatia,c Balaji b Morkel,2,7,0,0,28.57,2,392206,2,-4
Pradeep Sangwan,b Jakati,0,3,0,0,0,2,392206,2,-2
Amit Mishra,not out,11,8,1,1,137.5,2,392206,2,14
Ashish Nehra,not out,0,0,0,0,0,2,392206,2,-2
Brendon McCullum,c Malik b Chawla,19,31,1,0,61.29,1,392207,2,20
Chris Gayle,c Yuvraj Singh b Abdulla,17,17,3,0,100,1,392207,2,20
Brad Hodge,not out,70,43,10,1,162.79,1,392207,2,82
Sourav Ganguly,c †Sangakkara b Chawla,22,17,1,1,129.41,1,392207,2,25
Morne van Wyk,not out,18,12,1,1,150,1,392207,2,21
Sunny Sohal,c Ganguly b Agarkar,25,17,0,3,147.06,2,392207,2,31
Kumar Sangakkara,c †van Wyk b Sharma,0,2,0,0,0,2,392207,2,-2
Simon Katich,c Saha b Hodge,34,28,3,1,121.43,2,392207,2,39
Mahela Jayawardene,not out,52,41,7,0,126.83,2,392207,2,59
Yuvraj Singh,c Hodge b Sharma,14,16,1,0,87.5,2,392207,2,15
Irfan Pathan,not out,19,16,2,0,118.75,2,392207,2,21
Sanath Jayasuriya,c Vinay Kumar b van der Merwe,52,43,6,1,120.93,1,392208,2,60
Sachin Tendulkar,c Dravid b du Preez,11,11,2,0,100,1,392208,2,13
Ajinkya Rahane,c Uthappa b du Preez,0,1,0,0,0,1,392208,2,-2
Jean Paul Duminy,c †Boucher b du Preez,1,6,0,0,16.67,1,392208,2,-5
Dwayne Bravo,not out,50,40,1,2,125,1,392208,2,55
Abhishek Nayar,not out,29,20,4,0,145,1,392208,2,33
Jacques Kallis,not out,69,59,5,2,116.95,2,392208,2,78
Wasim Jaffer,c Nayar b Khan,7,8,1,0,87.5,2,392208,2,8
Robin Uthappa,not out,66,42,8,2,157.14,2,392208,2,78
Murali Vijay,c Gibbs b Suman,31,33,2,1,93.94,1,392209,2,35
Matthew Hayden,c Singh b Shoaib Ahmed,43,26,5,3,165.38,1,392209,2,54
MS Dhoni,not out,58,37,6,1,156.76,1,392209,2,66
Suresh Raina,c Smith b Singh,32,19,1,2,168.42,1,392209,2,37
Albie Morkel,not out,4,5,0,0,80,1,392209,2,4
Adam Gilchrist,lbw b Morkel,0,1,0,0,0,2,392209,2,-2
Herschelle Gibbs,b Tyagi,0,2,0,0,0,2,392209,2,-2
VVS Laxman,c Jakati b Morkel,0,7,0,0,0,2,392209,2,-2
Rohit Sharma,c Badrinath b Jakati,21,20,2,1,105,2,392209,2,25
Dwayne Smith,lbw b Jakati,49,23,2,5,213.04,2,392209,2,67
Tirumalasetti Suman,c Vijay b Muralitharan,17,17,2,0,100,2,392209,2,19
Venugopal Rao,c Muralitharan b Jakati,2,5,0,0,40,2,392209,2,-4
Ryan Harris,b Jakati,1,4,0,0,25,2,392209,2,-5
RP Singh,c Vijay b Muralitharan,2,6,0,0,33.33,2,392209,2,-4
Shoaib Ahmed,not out,1,2,0,0,50,2,392209,2,1
Pragyan Ojha,c Jakati b Raina,0,2,0,0,0,2,392209,2,-2
Naman Ojha,c Katich b Chawla,68,51,5,5,133.33,1,392210,2,83
Graeme Smith,c Chawla b Powar,77,44,12,1,175,1,392210,2,97
Yusuf Pathan,c Goel b Chawla,12,7,1,1,171.43,1,392210,2,21
Ravindra Jadeja,c Jayawardene b Pathan,33,12,5,1,275,1,392210,2,46
Lee Carseldine,not out,16,9,2,0,177.78,1,392210,2,24
Abhishek Raut,not out,1,1,0,0,100,1,392210,2,1
Sunny Sohal,c Warne b Singh,0,1,0,0,0,2,392210,2,-2
Kumar Sangakkara,st †Ojha b Pathan,11,15,2,0,73.33,2,392210,2,13
Karan Goel,c Harwood b Singh,1,4,0,0,25,2,392210,2,-5
Simon Katich,b Trivedi,10,13,2,0,76.92,2,392210,2,12
Mahela Jayawardene,c Trivedi b Harwood,9,11,0,1,81.82,2,392210,2,11
Yuvraj Singh,c Harwood b Singh,48,37,3,3,129.73,2,392210,2,57
Irfan Pathan,lbw b Warne,19,17,2,0,111.76,2,392210,2,21
Piyush Chawla,c Jadeja b Warne,6,7,1,0,85.71,2,392210,2,7
Ramesh Powar,not out,6,7,0,0,85.71,2,392210,2,6
Sreesanth,not out,4,8,1,0,50,2,392210,2,5
Morne van Wyk,b Nehra,74,48,11,0,154.17,1,392211,2,85
Brendon McCullum,c Nehra b Sangwan,35,29,1,3,120.69,1,392211,2,42
Brad Hodge,c de Villiers b Sangwan,10,19,0,0,52.63,1,392211,2,10
Moises Henriques,not out,30,24,2,1,125,1,392211,2,34
Wriddhiman Saha,not out,1,1,0,0,100,1,392211,2,1
Gautam Gambhir,not out,71,57,7,0,124.56,2,392211,2,78
David Warner,c Henriques b Agarkar,36,23,5,1,156.52,2,392211,2,43
Tillakaratne Dilshan,not out,42,34,5,1,123.53,2,392211,2,49
Adam Gilchrist,b Raje,25,29,2,1,86.21,1,392212,2,29
Herschelle Gibbs,c Tendulkar b Kulkarni,0,5,0,0,0,1,392212,2,-2
Tirumalasetti Suman,c †Shah b Bravo,20,13,1,2,153.85,1,392212,2,25
Rohit Sharma,c Bravo b Malinga,38,36,2,1,105.56,1,392212,2,42
Dwayne Smith,b Jayasuriya,16,12,1,1,133.33,1,392212,2,19
Venugopal Rao,run out (Bravo/†Shah),28,17,2,1,164.71,1,392212,2,32
Dwaraka Ravi Teja,not out,4,4,0,0,100,1,392212,2,4
Ryan Harris,not out,5,4,0,0,125,1,392212,2,5
Sanath Jayasuriya,c Harris b Singh,5,7,1,0,71.43,2,392212,2,6
Sachin Tendulkar,b Singh,2,4,0,0,50,2,392212,2,2
Pinal Shah,c Smith b Suman,29,19,3,2,152.63,2,392212,2,36
Jean Paul Duminy,c †Gilchrist b Sharma,52,48,7,0,108.33,2,392212,2,59
Dwayne Bravo,c Harris b Suman,13,16,0,0,81.25,2,392212,2,13
Abhishek Nayar,b Sharma,1,4,0,0,25,2,392212,2,-5
Harbhajan Singh,b Sharma,0,1,0,0,0,2,392212,2,-2
Saurabh Tiwary,st †Gilchrist b Sharma,3,5,0,0,60,2,392212,2,3
Rohan Raje,not out,11,7,0,1,157.14,2,392212,2,13
Dhawal Kulkarni,not out,7,9,0,0,77.78,2,392212,2,7
Jacques Kallis,c NK Patel b MM Patel,10,14,0,1,71.43,1,392213,2,12
Wasim Jaffer,c Carseldine b Singh,8,9,1,0,88.89,1,392213,2,9
Robin Uthappa,lbw b Jadeja,17,20,3,0,85,1,392213,2,20
Rahul Dravid,c †Ojha b Carseldine,0,2,0,0,0,1,392213,2,-2
Virat Kohli,c Morkel b Jadeja,15,22,1,0,68.18,1,392213,2,16
Mark Boucher,b Jadeja,6,8,0,0,75,1,392213,2,6
Roelof van der Merwe,b Singh,15,16,1,0,93.75,1,392213,2,16
Dillon du Preez,c NK Patel b Singh,10,13,0,0,76.92,1,392213,2,10
Praveen Kumar,run out (Morkel),7,4,0,1,175,1,392213,2,15
Vinay Kumar,b Singh,12,13,0,1,92.31,1,392213,2,14
Anil Kumble,not out,0,0,0,0,0,1,392213,2,-2
Graeme Smith,b Kallis,20,22,4,0,90.91,2,392213,2,24
Naman Ojha,not out,52,38,3,3,136.84,2,392213,2,61
Lee Carseldine,run out (Kohli/†Boucher),9,8,1,0,112.5,2,392213,2,10
Yusuf Pathan,c Jaffer b du Preez,22,19,2,0,115.79,2,392213,2,24
Ravindra Jadeja,not out,1,3,0,0,33.33,2,392213,2,-5
S Badrinath,c Singh b Pathan,0,1,0,0,0,1,392214,2,-2
Matthew Hayden,c Jayawardene b Sreesanth,89,58,8,6,153.45,1,392214,2,109
Suresh Raina,c Goel b Chawla,32,20,4,1,160,1,392214,2,38
MS Dhoni,not out,56,27,7,2,207.41,1,392214,2,73
Albie Morkel,not out,2,2,0,0,100,1,392214,2,2
Sunny Sohal,b Morkel,2,2,0,0,100,2,392214,2,2
Simon Katich,c Jakati b Balaji,50,25,3,4,200,2,392214,2,67
Karan Goel,c Gony b Jakati,14,20,1,0,70,2,392214,2,15
Yuvraj Singh,not out,58,36,5,2,161.11,2,392214,2,67
Mahela Jayawardene,not out,44,25,3,2,176,2,392214,2,57
Luke Ronchi,run out (Warner),0,2,0,0,0,1,392215,2,-2
Jean Paul Duminy,c †Karthik b Nannes,0,4,0,0,0,1,392215,2,-2
Pinal Shah,c Mishra b Bhatia,11,20,0,0,55,1,392215,2,11
Sachin Tendulkar,run out (†Karthik),15,14,2,0,107.14,1,392215,2,17
Abhishek Nayar,c de Villiers b Nehra,18,28,1,0,64.29,1,392215,2,19
Dwayne Bravo,c †Karthik b Nannes,35,30,2,2,116.67,1,392215,2,41
Harbhajan Singh,b Nehra,10,6,0,1,166.67,1,392215,2,12
Ajinkya Rahane,c Sangwan b Bhatia,12,12,2,0,100,1,392215,2,14
Rohan Raje,b Bhatia,1,2,0,0,50,1,392215,2,1
Dhawal Kulkarni,run out (Warner/†Karthik),1,4,0,0,25,1,392215,2,-5
Lasith Malinga,not out,0,0,0,0,0,1,392215,2,-2
Gautam Gambhir,c Ronchi b Harbhajan Singh,19,23,2,0,82.61,2,392215,2,21
David Warner,st †Shah b Duminy,21,30,0,1,70,2,392215,2,23
Tillakaratne Dilshan,c †Shah b Malinga,17,19,2,0,89.47,2,392215,2,19
AB de Villiers,not out,50,38,6,1,131.58,2,392215,2,58
Dinesh Karthik,not out,5,3,1,0,166.67,2,392215,2,6
Adam Gilchrist,c Powar b Sreesanth,20,16,3,1,125,1,392216,2,25
Herschelle Gibbs,c Jayawardene b Chawla,13,13,1,0,100,1,392216,2,14
Tirumalasetti Suman,c Jayawardene b Mota,27,17,1,2,158.82,1,392216,2,32
Rohit Sharma,c †Sangakkara b Lee,9,15,1,0,60,1,392216,2,10
Andrew Symonds,not out,60,36,2,4,166.67,1,392216,2,70
Venugopal Rao,run out (Katich/†Sangakkara),32,25,1,2,128,1,392216,2,37
Sunny Sohal,c Venugopal Rao b Sharma,30,17,4,1,176.47,2,392216,2,42
Simon Katich,c Venugopal Rao b Sharma,9,11,1,0,81.82,2,392216,2,10
Kumar Sangakkara,b Shoaib Ahmed,25,18,1,1,138.89,2,392216,2,28
Yuvraj Singh,c †Gilchrist b Shoaib Ahmed,18,13,1,1,138.46,2,392216,2,21
Mahela Jayawardene,run out (Ravi Teja/†Gilchrist),43,28,1,3,153.57,2,392216,2,50
Irfan Pathan,c Shoaib Ahmed b Suman,10,12,1,0,83.33,2,392216,2,11
Wilkin Mota,run out (Gibbs/†Gilchrist),3,4,0,0,75,2,392216,2,3
Brett Lee,not out,14,10,0,1,140,2,392216,2,16
Piyush Chawla,not out,8,6,1,0,133.33,2,392216,2,9
Graeme Smith,st †Dhoni b Muralitharan,30,33,2,0,90.91,1,392217,2,32
Naman Ojha,b Morkel,0,2,0,0,0,1,392217,2,-2
Swapnil Asnodkar,lbw b Muralitharan,26,25,3,1,104,1,392217,2,31
Ravindra Jadeja,c Raina b Balaji,27,19,3,1,142.11,1,392217,2,32
Yusuf Pathan,c Oram b Jakati,7,11,0,1,63.64,1,392217,2,9
Lee Carseldine,run out (Balaji),9,8,1,0,112.5,1,392217,2,10
Abhishek Raut,st †Dhoni b Jakati,7,5,0,1,140,1,392217,2,9
Shane Warne,not out,21,11,2,1,190.91,1,392217,2,31
Shane Harwood,not out,6,7,0,0,85.71,1,392217,2,6
Murali Vijay,lbw b Trivedi,10,12,0,1,83.33,2,392217,2,12
Matthew Hayden,st †Ojha b Warne,48,44,4,1,109.09,2,392217,2,54
Suresh Raina,c Carseldine b Singh,13,11,1,1,118.18,2,392217,2,16
S Badrinath,not out,59,41,9,1,143.9,2,392217,2,70
Jacob Oram,not out,1,2,0,0,50,2,392217,2,1
Sanath Jayasuriya,lbw b van der Merwe,29,27,4,0,107.41,1,392218,2,33
Sachin Tendulkar,c †Boucher b Vinay Kumar,0,3,0,0,0,1,392218,2,-2
Ajinkya Rahane,not out,62,49,4,1,126.53,1,392218,2,68
Jean Paul Duminy,not out,59,41,2,3,143.9,1,392218,2,67
Jacques Kallis,c Kulkarni b Bravo,12,10,2,0,120,2,392218,2,14
Virat Kohli,c Duminy b Nanda,20,22,4,0,90.91,2,392218,2,24
Robin Uthappa,c Tendulkar b Kulkarni,4,5,1,0,80,2,392218,2,5
Ross Taylor,b Malinga,16,16,0,1,100,2,392218,2,18
Rahul Dravid,run out (Malinga/Harbhajan Singh),10,12,0,0,83.33,2,392218,2,10
Mark Boucher,not out,48,33,1,2,145.45,2,392218,2,53
Roelof van der Merwe,st †Takawale b Harbhajan Singh,3,4,0,0,75,2,392218,2,3
Vinay Kumar,st †Takawale b Harbhajan Singh,7,12,0,0,58.33,2,392218,2,7
Anil Kumble,not out,7,6,1,0,116.67,2,392218,2,8
Brendon McCullum,lbw b Nehra,6,3,0,1,200,1,392219,2,14
Sourav Ganguly,c Warner b Nannes,44,45,1,2,97.78,1,392219,2,49
Brad Hodge,c de Villiers b Nehra,0,3,0,0,0,1,392219,2,-2
Morne van Wyk,c Bhatia b Nannes,0,2,0,0,0,1,392219,2,-2
Yashpal Singh,c Bhatia b Mishra,13,20,2,0,65,1,392219,2,15
Wriddhiman Saha,c †Karthik b Mishra,0,1,0,0,0,1,392219,2,-2
Moises Henriques,st †Karthik b Mishra,2,8,0,0,25,1,392219,2,-4
Ajit Agarkar,c Manhas b Sangwan,39,29,3,2,134.48,1,392219,2,46
Murali Kartik,not out,11,10,0,0,110,1,392219,2,11
Gautam Gambhir,c Hodge b Henriques,18,24,3,0,75,2,392219,2,21
David Warner,c †van Wyk b Sharma,36,23,5,1,156.52,2,392219,2,43
AB de Villiers,not out,40,32,5,0,125,2,392219,2,45
Tillakaratne Dilshan,c Henriques b Sharma,1,2,0,0,50,2,392219,2,1
Dinesh Karthik,not out,17,22,0,0,77.27,2,392219,2,17
Tirumalasetti Suman,c Carseldine b Trivedi,29,19,3,1,152.63,1,392220,2,34
Adam Gilchrist,lbw b Pathan,10,11,0,1,90.91,1,392220,2,12
Rohit Sharma,st †Ojha b Jadeja,9,14,0,0,64.29,1,392220,2,9
Andrew Symonds,b Jadeja,30,19,2,1,157.89,1,392220,2,34
Dwayne Smith,c Raut b Pathan,47,32,0,4,146.88,1,392220,2,55
Chaminda Vaas,c Carseldine b Pathan,20,15,0,1,133.33,1,392220,2,22
Venugopal Rao,c Jadeja b Warne,12,7,2,0,171.43,1,392220,2,20
Dwaraka Ravi Teja,not out,7,3,1,0,233.33,1,392220,2,14
RP Singh,not out,0,0,0,0,0,1,392220,2,-2
Graeme Smith,lbw b Vaas,1,3,0,0,33.33,2,392220,2,-5
Swapnil Asnodkar,run out (†Gilchrist/Venugopal Rao),44,39,6,1,112.82,2,392220,2,52
Lee Carseldine,st †Gilchrist b Vaas,8,11,1,0,72.73,2,392220,2,9
Naman Ojha,run out (Ravi Teja),16,14,2,0,114.29,2,392220,2,18
Yusuf Pathan,c Smith b Ojha,6,7,0,0,85.71,2,392220,2,6
Ravindra Jadeja,not out,19,20,0,0,95,2,392220,2,19
Abhishek Raut,b Sharma,1,2,0,0,50,2,392220,2,1
Morne Morkel,c Ravi Teja b Sharma,8,8,1,0,100,2,392220,2,9
Shane Warne,b Sharma,0,1,0,0,0,2,392220,2,-2
Siddharth Trivedi,b Singh,1,5,0,0,20,2,392220,2,-5
Munaf Patel,run out (Suman/†Gilchrist),5,7,0,0,71.43,2,392220,2,5
Brendon McCullum,not out,84,64,10,2,131.25,1,392221,2,98
Sourav Ganguly,c †Boucher b Vinay Kumar,4,6,1,0,66.67,1,392221,2,5
Arindam Ghosh,c †Boucher b Vinay Kumar,7,7,1,0,100,1,392221,2,8
David Hussey,b Akhil,43,27,3,2,159.26,1,392221,2,50
Angelo Mathews,c Kohli b Kumble,16,13,2,0,123.08,1,392221,2,18
Wriddhiman Saha,not out,10,5,0,1,200,1,392221,2,18
Jesse Ryder,c Ganguly b Agarkar,22,20,3,0,110,2,392221,2,25
Jacques Kallis,c McCullum b Kartik,32,34,4,1,94.12,2,392221,2,38
Robin Uthappa,c Mathews b Kartik,7,9,0,0,77.78,2,392221,2,7
Ross Taylor,not out,81,33,7,5,245.45,2,392221,2,104
Rahul Dravid,c & b Mendis,12,12,1,0,100,2,392221,2,13
Mark Boucher,not out,13,10,0,1,130,2,392221,2,15
Sunny Sohal,run out (Tendulkar),43,23,5,3,186.96,1,392222,2,60
Simon Katich,c Harbhajan Singh b Kulkarni,0,2,0,0,0,1,392222,2,-2
Irfan Pathan,run out (Bravo),0,3,0,0,0,1,392222,2,-2
Kumar Sangakkara,b Harbhajan Singh,8,19,0,0,42.11,1,392222,2,2
Yuvraj Singh,c Bravo b Duminy,12,18,2,0,66.67,1,392222,2,14
Wilkin Mota,c Harbhajan Singh b Duminy,4,7,0,0,57.14,1,392222,2,4
Luke Pomersbach,b Rahane,5,7,0,0,71.43,1,392222,2,5
Karan Goel,not out,20,21,2,0,95.24,1,392222,2,22
Brett Lee,c Raje b Malinga,8,12,1,0,66.67,1,392222,2,9
Piyush Chawla,run out (†Takawale),0,0,0,0,0,1,392222,2,-2
Sreesanth,not out,1,10,0,0,10,1,392222,2,-5
Sanath Jayasuriya,c Mota b Lee,4,7,1,0,57.14,2,392222,2,5
Dwayne Bravo,not out,70,59,7,3,118.64,2,392222,2,83
Ajinkya Rahane,lbw b Chawla,1,5,0,0,20,2,392222,2,-5
Sachin Tendulkar,not out,41,29,4,1,141.38,2,392222,2,47
Gautam Gambhir,c Venugopal Rao b Ojha,19,25,0,1,76,1,392223,2,21
David Warner,c Venugopal Rao b Vaas,4,6,0,0,66.67,1,392223,2,4
Tillakaratne Dilshan,c Ravi Teja b Symonds,37,18,7,1,205.56,1,392223,2,52
AB de Villiers,c Ravi Teja b Smith,44,36,4,1,122.22,1,392223,2,50
Virender Sehwag,c Symonds b Vaas,11,10,1,0,110,1,392223,2,12
Dinesh Karthik,not out,44,23,4,3,191.3,1,392223,2,60
Rajat Bhatia,c Shoaib Ahmed b Ojha,0,1,0,0,0,1,392223,2,-2
Amit Mishra,run out (†Gilchrist),2,3,0,0,66.67,1,392223,2,2
Pradeep Sangwan,not out,0,0,0,0,0,1,392223,2,-2
