,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points,Teams
7281,Rahul Tewatia,4,0,25,0,6.25,6,0,1,0,0,1,1216518,13,0,Rajasthan Royals
7282,Isuru Udana,4,0,40,1,10,5,4,1,1,0,2,1216519,13,25,Royal Challengers Bangalore
7283,Washington Sundar,4,0,20,0,5,9,1,0,0,0,2,1216519,13,0,Royal Challengers Bangalore
7284,Navdeep Saini,3,0,48,0,16,4,5,3,0,1,2,1216519,13,-6,Royal Challengers Bangalore
7285,Yuzvendra Chahal,3,0,29,0,9.67,4,3,1,0,0,2,1216519,13,0,Royal Challengers Bangalore
7286,Mohammed Siraj,4,0,34,2,8.5,11,4,1,1,1,2,1216519,13,50,Royal Challengers Bangalore
7287,Moeen Ali,2,0,21,1,10.5,2,1,1,2,0,2,1216519,13,25,Royal Challengers Bangalore
7288,Kagiso Rabada,4,0,24,4,6,9,2,0,2,0,1,1216519,13,108,Delhi Capitals
7289,Anrich Nortje,4,0,22,2,5.5,13,3,0,1,0,1,1216519,13,50,Delhi Capitals
7290,Ravichandran Ashwin,4,0,26,1,6.5,9,1,1,1,0,1,1216519,13,25,Delhi Capitals
7291,Axar Patel,4,0,18,2,4.5,10,1,0,0,0,1,1216519,13,56,Delhi Capitals
7292,Harshal Patel,4,0,43,0,10.75,5,4,1,2,0,1,1216519,13,0,Delhi Capitals
7293,Glenn Maxwell,2,0,21,1,10.5,4,1,2,0,0,2,1216520,13,25,Kings XI Punjab
7294,Mohammed Shami,4,0,35,3,8.75,13,3,3,0,0,2,1216520,13,79,Kings XI Punjab
7295,Arshdeep Singh,2,0,18,0,9,5,3,0,1,0,2,1216520,13,0,Kings XI Punjab
7296,Murugan Ashwin,4,0,27,1,6.75,13,2,2,0,0,2,1216520,13,25,Kings XI Punjab
7297,Chris Jordan,4,0,25,2,6.25,11,3,0,2,0,2,1216520,13,50,Kings XI Punjab
7298,Ravi Bishnoi,4,1,20,2,5,11,0,1,0,0,2,1216520,13,62,Kings XI Punjab
7299,Pat Cummins,4,0,31,0,7.75,13,3,2,0,0,1,1216520,13,0,Kolkata Knight Riders
7300,Prasidh Krishna,3,0,24,0,8,7,4,0,0,0,1,1216520,13,0,Kolkata Knight Riders
7301,Varun Chakravarthy,4,0,34,1,8.5,10,3,2,0,0,1,1216520,13,25,Kolkata Knight Riders
7302,Sunil Narine,4,0,27,0,6.75,9,0,2,0,0,1,1216520,13,0,Kolkata Knight Riders
7303,Lockie Ferguson,3.5,0,32,1,8.35,9,4,1,1,0,1,1216520,13,25,Kolkata Knight Riders
7304,Trent Boult,4,1,18,4,4.5,17,3,0,1,0,2,1216521,13,126,Mumbai Indians
7305,Jasprit Bumrah,4,0,25,2,6.25,13,4,0,0,0,2,1216521,13,50,Mumbai Indians
7306,Krunal Pandya,3,0,16,0,5.33,8,1,0,1,0,2,1216521,13,0,Mumbai Indians
7307,Rahul Chahar,4,0,22,2,5.5,13,0,2,0,0,2,1216521,13,50,Mumbai Indians
7308,Nathan Coulter-Nile,4,0,25,1,6.25,14,1,1,3,0,2,1216521,13,25,Mumbai Indians
7309,Kieron Pollard,1,0,4,0,4,2,0,0,0,0,2,1216521,13,0,Mumbai Indians
7310,Deepak Chahar,4,0,34,0,8.5,11,5,1,0,0,1,1216521,13,0,Chennai Super Kings (20
7311,Josh Hazlewood,2,0,17,0,8.5,7,4,0,0,0,1,1216521,13,0,Chennai Super Kings (20
7312,Imran Tahir,3,0,22,0,7.33,6,0,2,0,0,1,1216521,13,0,Chennai Super Kings (20
7313,Shardul Thakur,2.2,0,26,0,11.14,4,2,2,0,0,1,1216521,13,0,Chennai Super Kings (20
7314,Ravindra Jadeja,1,0,15,0,15,1,0,2,0,0,1,1216521,13,0,Chennai Super Kings (20
7315,Washington Sundar,3,0,25,0,8.33,7,4,0,0,0,2,1216522,13,0,Royal Challengers Bangalore
7316,Chris Morris,4,0,26,4,6.5,12,1,1,4,0,2,1216522,13,108,Royal Challengers Bangalore
7317,Isuru Udana,3,0,43,0,14.33,4,5,2,2,0,2,1216522,13,-6,Royal Challengers Bangalore
7318,Navdeep Saini,4,0,30,0,7.5,6,3,0,0,0,2,1216522,13,0,Royal Challengers Bangalore
7319,Yuzvendra Chahal,4,0,34,2,8.5,9,3,1,1,2,2,1216522,13,50,Royal Challengers Bangalore
7320,Shahbaz Ahmed,2,0,18,0,9,3,1,1,0,0,2,1216522,13,0,Royal Challengers Bangalore
7321,Jofra Archer,3.4,0,38,0,10.36,8,0,4,1,0,1,1216522,13,0,Rajasthan Royals
7322,Shreyas Gopal,4,0,32,1,8,5,0,1,1,0,1,1216522,13,25,Rajasthan Royals
7323,Kartik Tyagi,4,0,32,1,8,8,3,0,3,0,1,1216522,13,25,Rajasthan Royals
7324,Jaydev Unadkat,4,0,46,0,11.5,8,2,4,1,0,1,1216522,13,0,Rajasthan Royals
7325,Rahul Tewatia,4,0,30,1,7.5,8,0,1,5,1,1,1216522,13,25,Rajasthan Royals
7326,Mohammed Shami,4,0,30,1,7.5,11,5,0,0,0,2,1216523,13,25,Kings XI Punjab
7327,Arshdeep Singh,4,1,25,1,6.25,15,4,0,2,0,2,1216523,13,37,Kings XI Punjab
7328,Chris Jordan,4,0,37,0,9.25,8,4,1,1,0,2,1216523,13,0,Kings XI Punjab
7329,Mujeeb Ur Rahman,4,0,44,0,11,6,3,2,1,0,2,1216523,13,0,Kings XI Punjab
7330,Ravi Bishnoi,4,0,25,1,6.25,7,1,0,0,0,2,1216523,13,25,Kings XI Punjab
7331,Pat Cummins,4,0,29,0,7.25,6,3,0,0,0,1,1216523,13,0,Kolkata Knight Riders
7332,Prasidh Krishna,4,0,29,3,7.25,12,3,1,0,0,1,1216523,13,79,Kolkata Knight Riders
7333,Kamlesh Nagarkoti,3,0,40,0,13.33,2,5,1,0,0,1,1216523,13,-6,Kolkata Knight Riders
7334,Varun Chakravarthy,4,0,27,0,6.75,5,2,0,0,0,1,1216523,13,0,Kolkata Knight Riders
7335,Sunil Narine,4,0,28,2,7,9,3,0,0,0,1,1216523,13,50,Kolkata Knight Riders
7336,Nitish Rana,1,0,7,0,7,0,0,0,0,0,1,1216523,13,0,Kolkata Knight Riders
7337,Anrich Nortje,4,0,37,1,9.25,11,6,0,3,0,2,1216524,13,25,Delhi Capitals
7338,Kagiso Rabada,4,0,54,0,13.5,6,7,2,0,0,2,1216524,13,-6,Delhi Capitals
7339,Ravichandran Ashwin,3,0,35,1,11.67,4,4,1,0,0,2,1216524,13,25,Delhi Capitals
7340,Axar Patel,4,0,36,0,9,7,3,1,1,0,2,1216524,13,0,Delhi Capitals
7341,Tushar Deshpande,3,0,35,0,11.67,3,4,1,0,0,2,1216524,13,0,Delhi Capitals
7342,Marcus Stoinis,2,0,15,0,7.5,2,1,0,0,0,2,1216524,13,0,Delhi Capitals
7343,Sandeep Sharma,4,0,27,2,6.75,11,4,0,2,0,1,1216524,13,50,Sunrisers Hyderabad
7344,Shahbaz Nadeem,1,0,8,1,8,2,1,0,1,0,1,1216524,13,25,Sunrisers Hyderabad
7345,Jason Holder,4,0,46,1,11.5,6,5,2,1,0,1,1216524,13,25,Sunrisers Hyderabad
7346,Rashid Khan,4,0,7,3,1.75,17,0,0,0,0,1,1216524,13,85,Sunrisers Hyderabad
7347,T Natarajan,4,0,26,2,6.5,11,2,1,0,0,1,1216524,13,50,Sunrisers Hyderabad
7348,Vijay Shankar,1.5,0,11,1,6,3,1,0,0,0,1,1216524,13,25,Sunrisers Hyderabad
7349,David Warner,0.1,0,2,0,12,0,0,0,1,0,1,1216524,13,0,Sunrisers Hyderabad
7350,Deepak Chahar,3,0,10,1,3.33,10,0,0,1,0,2,1216525,13,31,Chennai Super Kings (20
7351,Sam Curran,4,0,48,1,12,6,1,4,5,0,2,1216525,13,19,Chennai Super Kings (20
7352,Shardul Thakur,4,0,40,2,10,9,4,1,1,1,2,1216525,13,50,Chennai Super Kings (20
7353,Dwayne Bravo,3,0,29,0,9.67,2,2,0,2,0,2,1216525,13,0,Chennai Super Kings (20
7354,Karn Sharma,4,0,34,0,8.5,5,1,2,1,0,2,1216525,13,0,Chennai Super Kings (20
7355,Ravindra Jadeja,2,0,7,0,3.5,6,0,0,0,0,2,1216525,13,6,Chennai Super Kings (20
7356,Chris Morris,4,0,19,3,4.75,14,2,0,0,0,1,1216525,13,85,Royal Challengers Bangalore
7357,Navdeep Saini,4,0,18,0,4.5,16,2,0,3,0,1,1216525,13,6,Royal Challengers Bangalore
7358,Isuru Udana,4,0,30,1,7.5,5,2,0,0,0,1,1216525,13,25,Royal Challengers Bangalore
7359,Washington Sundar,3,0,16,2,5.33,7,1,0,0,0,1,1216525,13,50,Royal Challengers Bangalore
7360,Yuzvendra Chahal,4,0,35,1,8.75,6,3,1,1,0,1,1216525,13,25,Royal Challengers Bangalore
7361,Shivam Dube,1,0,14,0,14,0,2,0,1,0,1,1216525,13,0,Royal Challengers Bangalore
7362,Trent Boult,4,0,32,1,8,10,4,1,1,0,2,1216526,13,25,Mumbai Indians
7363,Nathan Coulter-Nile,4,0,51,1,12.75,8,5,3,3,0,2,1216526,13,19,Mumbai Indians
7364,Jasprit Bumrah,4,0,22,1,5.5,12,2,0,1,0,2,1216526,13,25,Mumbai Indians
7365,Krunal Pandya,4,0,23,0,5.75,11,1,1,0,0,2,1216526,13,0,Mumbai Indians
7366,Rahul Chahar,4,0,18,2,4.5,13,1,0,0,0,2,1216526,13,56,Mumbai Indians
7367,Chris Green,2.5,0,24,0,8.47,6,4,0,0,0,1,1216526,13,0,Kolkata Knight Riders
7368,Pat Cummins,3,0,28,0,9.33,10,5,1,0,0,1,1216526,13,0,Kolkata Knight Riders
7369,Prasidh Krishna,2,0,30,0,15,2,5,1,0,0,1,1216526,13,-6,Kolkata Knight Riders
7370,Andre Russell,2,0,15,0,7.5,5,1,1,0,0,1,1216526,13,0,Kolkata Knight Riders
7371,Varun Chakravarthy,4,0,23,1,5.75,10,0,1,0,0,1,1216526,13,25,Kolkata Knight Riders
7372,Shivam Mavi,3,0,24,1,8,9,3,1,0,0,1,1216526,13,25,Kolkata Knight Riders
7373,Jaydev Unadkat,3,0,30,0,10,5,2,1,2,0,2,1216527,13,0,Rajasthan Royals
7374,Ankit Rajpoot,4,0,39,1,9.75,7,5,1,1,1,2,1216527,13,25,Rajasthan Royals
7375,Jofra Archer,4,0,46,0,11.5,9,6,2,1,0,2,1216527,13,0,Rajasthan Royals
7376,Shreyas Gopal,4,0,44,0,11,4,2,3,1,0,2,1216527,13,0,Rajasthan Royals
7377,Rahul Tewatia,1,0,19,0,19,0,1,2,0,0,2,1216527,13,0,Rajasthan Royals
7378,Tom Curran,4,0,44,1,11,4,4,2,1,0,2,1216527,13,25,Rajasthan Royals
7379,Sheldon Cottrell,3,0,52,1,17.33,8,3,6,3,0,1,1216527,13,19,Kings XI Punjab
7380,Mohammed Shami,4,0,53,3,13.25,8,4,4,1,0,1,1216527,13,73,Kings XI Punjab
7381,Ravi Bishnoi,4,0,34,0,8.5,12,1,3,2,0,1,1216527,13,0,Kings XI Punjab
7382,James Neesham,4,0,40,1,10,5,5,1,0,0,1,1216527,13,25,Kings XI Punjab
7383,Murugan Ashwin,1.3,0,16,1,10.67,2,1,1,0,0,1,1216527,13,25,Kings XI Punjab
7384,Glenn Maxwell,3,0,29,0,9.67,6,0,3,0,0,1,1216527,13,0,Kings XI Punjab
7385,Sandeep Sharma,4,0,19,2,4.75,13,2,0,0,0,2,1216528,13,56,Sunrisers Hyderabad
7386,Khaleel Ahmed,4,0,45,2,11.25,10,4,3,1,0,2,1216528,13,50,Sunrisers Hyderabad
7387,Shahbaz Nadeem,4,0,29,0,7.25,7,2,1,0,0,2,1216528,13,0,Sunrisers Hyderabad
7388,T Natarajan,4,0,41,2,10.25,7,4,2,1,0,2,1216528,13,50,Sunrisers Hyderabad
7389,Rashid Khan,4,0,30,0,7.5,10,0,3,0,0,2,1216528,13,0,Sunrisers Hyderabad
7390,Deepak Chahar,4,0,28,0,7,8,2,0,2,0,1,1216528,13,0,Chennai Super Kings (20
7391,Sam Curran,3,0,18,1,6,11,3,0,0,0,1,1216528,13,25,Chennai Super Kings (20
7392,Ravindra Jadeja,3,0,21,1,7,5,2,0,0,0,1,1216528,13,25,Chennai Super Kings (20
7393,Shardul Thakur,2,0,10,1,5,4,0,0,1,0,1,1216528,13,25,Chennai Super Kings (20
7394,Karn Sharma,4,0,37,2,9.25,5,3,1,3,0,1,1216528,13,50,Chennai Super Kings (20
7395,Dwayne Bravo,3,0,25,2,8.33,8,3,1,0,0,1,1216528,13,50,Chennai Super Kings (20
7396,Piyush Chawla,1,0,8,0,8,0,0,0,0,0,1,1216528,13,0,Chennai Super Kings (20
7397,Trent Boult,4,0,36,1,9,9,6,0,2,0,2,1216529,13,25,Mumbai Indians
7398,James Pattinson,3,0,37,0,12.33,6,7,0,3,0,2,1216529,13,-6,Mumbai Indians
7399,Jasprit Bumrah,4,0,26,0,6.5,7,1,0,0,0,2,1216529,13,0,Mumbai Indians
7400,Krunal Pandya,4,0,26,2,6.5,8,1,1,0,0,2,1216529,13,50,Mumbai Indians
7401,Kieron Pollard,1,0,10,0,10,0,1,0,0,0,2,1216529,13,0,Mumbai Indians
7402,Rahul Chahar,4,0,27,0,6.75,3,1,0,0,0,2,1216529,13,0,Mumbai Indians
7403,Kagiso Rabada,4,0,28,2,7,13,1,2,3,0,1,1216529,13,50,Delhi Capitals
7404,Anrich Nortje,4,0,28,0,7,11,1,2,1,0,1,1216529,13,0,Delhi Capitals
7405,Axar Patel,3,0,24,1,8,6,3,0,0,0,1,1216529,13,25,Delhi Capitals
7406,Ravichandran Ashwin,4,0,35,1,8.75,4,3,1,0,0,1,1216529,13,25,Delhi Capitals
7407,Harshal Patel,2,0,20,0,10,1,3,0,0,0,1,1216529,13,0,Delhi Capitals
7408,Marcus Stoinis,2.4,0,31,1,11.63,2,4,1,0,0,1,1216529,13,25,Delhi Capitals
7409,Jofra Archer,4,0,19,1,4.75,15,1,1,0,0,2,1216530,13,31,Rajasthan Royals
7410,Varun Aaron,2,0,22,0,11,5,5,0,0,0,2,1216530,13,0,Rajasthan Royals
7411,Shreyas Gopal,3,0,44,1,14.67,4,6,2,1,0,2,1216530,13,19,Rajasthan Royals
7412,Ben Stokes,3,0,40,0,13.33,5,2,4,0,0,2,1216530,13,-6,Rajasthan Royals
7413,Rahul Tewatia,4,0,25,3,6.25,11,2,1,1,0,2,1216530,13,79,Rajasthan Royals
7414,Kartik Tyagi,4,0,36,2,9,10,0,4,0,0,2,1216530,13,50,Rajasthan Royals
7415,Pat Cummins,4,0,34,4,8.5,13,3,2,1,0,1,1216530,13,108,Kolkata Knight Riders
7416,Shivam Mavi,4,1,15,2,3.75,14,1,0,1,0,1,1216530,13,68,Kolkata Knight Riders
7417,Varun Chakravarthy,4,0,20,2,5,9,1,0,0,0,1,1216530,13,50,Kolkata Knight Riders
7418,Sunil Narine,4,0,37,0,9.25,8,3,2,0,0,1,1216530,13,0,Kolkata Knight Riders
7419,Kamlesh Nagarkoti,4,0,24,1,6,12,3,0,1,0,1,1216530,13,25,Kolkata Knight Riders
7420,Glenn Maxwell,4,0,28,0,7,6,1,1,0,0,2,1216531,13,0,Kings XI Punjab
7421,Mohammed Shami,4,0,45,2,11.25,6,2,4,0,0,2,1216531,13,50,Kings XI Punjab
7422,Arshdeep Singh,2,0,20,1,10,3,3,0,1,0,2,1216531,13,25,Kings XI Punjab
7423,Ravi Bishnoi,3,0,29,0,9.67,6,1,2,2,0,2,1216531,13,0,Kings XI Punjab
7424,Murugan Ashwin,4,0,23,2,5.75,7,1,0,0,0,2,1216531,13,50,Kings XI Punjab
7425,Chris Jordan,3,0,20,1,6.67,5,0,1,2,0,2,1216531,13,25,Kings XI Punjab
7426,Chris Morris,4,0,22,0,5.5,12,0,1,3,0,1,1216531,13,0,Royal Challengers Bangalore
7427,Navdeep Saini,4,0,21,0,5.25,14,2,1,0,0,1,1216531,13,0,Royal Challengers Bangalore
7428,Yuzvendra Chahal,3,0,35,1,11.67,8,2,3,1,0,1,1216531,13,25,Royal Challengers Bangalore
7429,Isuru Udana,2,0,14,0,7,4,0,1,1,0,1,1216531,13,0,Royal Challengers Bangalore
7430,Mohammed Siraj,3,0,44,0,14.67,2,2,4,1,0,1,1216531,13,-6,Royal Challengers Bangalore
7431,Washington Sundar,4,0,38,0,9.5,6,0,4,0,0,1,1216531,13,0,Royal Challengers Bangalore
7432,Ishant Sharma,3,0,26,0,8.67,4,0,1,2,0,2,1216532,13,0,Delhi Capitals
7433,Kagiso Rabada,4,0,21,2,5.25,11,1,0,0,0,2,1216532,13,50,Delhi Capitals
7434,Anrich Nortje,4,0,40,0,10,6,4,2,0,0,2,1216532,13,0,Delhi Capitals
7435,Marcus Stoinis,3,0,22,0,7.33,4,2,0,0,0,2,1216532,13,0,Delhi Capitals
7436,Amit Mishra,4,0,35,2,8.75,6,3,1,0,0,2,1216532,13,50,Delhi Capitals
7437,Axar Patel,2,0,14,0,7,2,1,0,1,0,2,1216532,13,0,Delhi Capitals
7438,Bhuvneshwar Kumar,4,0,25,2,6.25,13,4,0,1,0,1,1216532,13,50,Sunrisers Hyderabad
7439,Khaleel Ahmed,4,0,43,1,10.75,9,2,3,1,0,1,1216532,13,25,Sunrisers Hyderabad
7440,T Natarajan,4,0,25,1,6.25,8,2,0,1,0,1,1216532,13,25,Sunrisers Hyderabad
7441,Abhishek Sharma,4,0,34,0,8.5,4,0,2,1,0,1,1216532,13,0,Sunrisers Hyderabad
7442,Rashid Khan,4,0,14,3,3.5,13,1,0,0,0,1,1216532,13,85,Sunrisers Hyderabad
7443,Jofra Archer,4,0,20,1,5,11,2,0,0,0,2,1216533,13,25,Rajasthan Royals
7444,Ankit Rajpoot,1,0,8,0,8,2,1,0,0,0,2,1216533,13,0,Rajasthan Royals
7445,Kartik Tyagi,4,0,35,1,8.75,11,7,0,1,0,2,1216533,13,25,Rajasthan Royals
7446,Ben Stokes,3,0,27,0,9,4,2,1,0,0,2,1216533,13,0,Rajasthan Royals
7447,Shreyas Gopal,4,0,14,1,3.5,12,0,0,0,0,2,1216533,13,31,Rajasthan Royals
7448,Rahul Tewatia,4,0,18,1,4.5,11,0,0,0,1,2,1216533,13,31,Rajasthan Royals
7449,Deepak Chahar,4,1,18,2,4.5,17,2,0,0,0,1,1216533,13,68,Chennai Super Kings (20
7450,Josh Hazlewood,4,0,19,1,4.75,14,2,0,0,0,1,1216533,13,31,Chennai Super Kings (20
7451,Ravindra Jadeja,1.3,0,11,0,7.33,2,1,0,0,0,1,1216533,13,0,Chennai Super Kings (20
7452,Shardul Thakur,4,0,34,0,8.5,8,3,1,1,0,1,1216533,13,0,Chennai Super Kings (20
7453,Sam Curran,1,0,6,0,6,2,0,0,0,0,1,1216533,13,0,Chennai Super Kings (20
7454,Piyush Chawla,3,0,32,0,10.67,5,4,1,0,0,1,1216533,13,0,Chennai Super Kings (20
7455,Bhuvneshwar Kumar,4,0,25,0,6.25,11,3,0,1,0,2,1216534,13,0,Sunrisers Hyderabad
7456,Sandeep Sharma,4,0,36,0,9,7,2,2,0,0,2,1216534,13,0,Sunrisers Hyderabad
7457,T Natarajan,4,0,34,1,8.5,6,5,0,0,0,2,1216534,13,25,Sunrisers Hyderabad
7458,Mitchell Marsh,0.4,0,6,0,9,1,1,0,0,0,2,1216534,13,0,Sunrisers Hyderabad
7459,Vijay Shankar,1.2,0,14,1,10.5,4,0,1,1,2,2,1216534,13,25,Sunrisers Hyderabad
7460,Rashid Khan,4,0,31,0,7.75,4,1,1,0,0,2,1216534,13,0,Sunrisers Hyderabad
7461,Abhishek Sharma,2,0,16,1,8,2,1,0,0,0,2,1216534,13,25,Sunrisers Hyderabad
7462,Dale Steyn,3.4,0,33,1,9,9,5,0,1,0,1,1216534,13,25,Royal Challengers Bangalore
7463,Umesh Yadav,4,0,48,0,12,8,6,2,2,0,1,1216534,13,-6,Royal Challengers Bangalore
7464,Navdeep Saini,4,0,25,2,6.25,9,1,0,1,0,1,1216534,13,50,Royal Challengers Bangalore
7465,Washington Sundar,1,0,7,0,7,4,0,1,0,0,1,1216534,13,0,Royal Challengers Bangalore
7466,Yuzvendra Chahal,4,0,18,3,4.5,11,1,0,0,0,1,1216534,13,85,Royal Challengers Bangalore
7467,Shivam Dube,3,0,15,2,5,7,1,0,0,0,1,1216534,13,50,Royal Challengers Bangalore
7468,Trent Boult,4,0,21,3,5.25,16,2,1,0,0,2,1216535,13,79,Mumbai Indians
7469,Krunal Pandya,3,0,13,0,4.33,9,1,0,1,0,2,1216535,13,6,Mumbai Indians
7470,Jayant Yadav,3,0,18,0,6,6,0,1,0,0,2,1216535,13,0,Mumbai Indians
7471,Jasprit Bumrah,4,0,17,3,4.25,15,2,0,1,0,2,1216535,13,85,Mumbai Indians
7472,Nathan Coulter-Nile,2,0,14,1,7,6,0,1,0,0,2,1216535,13,25,Mumbai Indians
7473,Rahul Chahar,4,0,24,1,6,10,2,0,0,0,2,1216535,13,25,Mumbai Indians
7474,Ravichandran Ashwin,4,0,18,0,4.5,11,1,0,0,0,1,1216535,13,6,Delhi Capitals
7475,Kagiso Rabada,3,0,27,0,9,7,2,1,0,0,1,1216535,13,0,Delhi Capitals
7476,Anrich Nortje,2.2,0,25,1,10.71,6,4,1,0,0,1,1216535,13,25,Delhi Capitals
7477,Marcus Stoinis,1,0,4,0,4,2,0,0,0,0,1,1216535,13,0,Delhi Capitals
7478,Praveen Dubey,3,0,29,0,9.67,4,3,1,0,0,1,1216535,13,0,Delhi Capitals
7479,Harshal Patel,1,0,8,0,8,2,1,0,1,0,1,1216535,13,0,Delhi Capitals
7480,Deepak Chahar,3,0,31,0,10.33,5,6,0,0,0,2,1216536,13,0,Chennai Super Kings (20
7481,Sam Curran,3,0,21,0,7,8,3,0,0,0,2,1216536,13,0,Chennai Super Kings (20
7482,Lungi Ngidi,4,0,34,2,8.5,9,5,0,1,0,2,1216536,13,50,Chennai Super Kings (20
7483,Mitchell Santner,3,0,30,1,10,5,4,1,0,0,2,1216536,13,25,Chennai Super Kings (20
7484,Ravindra Jadeja,3,0,20,1,6.67,6,2,0,0,0,2,1216536,13,25,Chennai Super Kings (20
7485,Karn Sharma,4,0,35,1,8.75,9,0,4,0,0,2,1216536,13,25,Chennai Super Kings (20
7486,Pat Cummins,4,0,31,2,7.75,10,4,0,1,0,1,1216536,13,50,Kolkata Knight Riders
7487,Kamlesh Nagarkoti,3,0,34,0,11.33,6,0,4,0,0,1,1216536,13,0,Kolkata Knight Riders
7488,Sunil Narine,4,0,23,0,5.75,5,1,0,0,0,1,1216536,13,0,Kolkata Knight Riders
7489,Lockie Ferguson,4,0,54,0,13.5,4,6,2,2,1,1,1216536,13,-6,Kolkata Knight Riders
7490,Varun Chakravarthy,4,0,20,2,5,13,1,1,0,0,1,1216536,13,50,Kolkata Knight Riders
7491,Nitish Rana,1,0,16,0,16,0,3,0,1,0,1,1216536,13,0,Kolkata Knight Riders
7492,Jofra Archer,4,0,26,2,6.5,13,3,1,0,0,2,1216537,13,50,Rajasthan Royals
7493,Varun Aaron,4,0,47,0,11.75,12,2,4,4,1,2,1216537,13,0,Rajasthan Royals
7494,Kartik Tyagi,4,0,47,0,11.75,9,3,4,0,1,2,1216537,13,0,Rajasthan Royals
7495,Shreyas Gopal,1,0,10,0,10,1,0,1,0,0,2,1216537,13,0,Rajasthan Royals
7496,Ben Stokes,4,0,32,2,8,6,2,1,3,0,2,1216537,13,50,Rajasthan Royals
7497,Rahul Tewatia,3,0,22,0,7.33,6,0,2,0,0,2,1216537,13,0,Rajasthan Royals
7498,Arshdeep Singh,3,0,34,0,11.33,3,4,1,0,0,1,1216537,13,0,Kings XI Punjab
7499,Mohammed Shami,3,0,36,0,12,6,6,1,0,0,1,1216537,13,-6,Kings XI Punjab
7500,Murugan Ashwin,4,0,43,1,10.75,7,2,4,0,0,1,1216537,13,25,Kings XI Punjab
7501,Chris Jordan,3.3,0,44,1,12.57,6,3,3,2,0,1,1216537,13,19,Kings XI Punjab
7502,Ravi Bishnoi,4,0,27,0,6.75,10,2,1,1,0,1,1216537,13,0,Kings XI Punjab
7503,Sandeep Sharma,4,0,41,2,10.25,9,2,4,0,0,2,1216538,13,50,Sunrisers Hyderabad
7504,T Natarajan,4,0,29,0,7.25,11,2,2,0,0,2,1216538,13,0,Sunrisers Hyderabad
7505,Siddarth Kaul,4,0,64,2,16,6,9,3,1,1,2,1216538,13,44,Sunrisers Hyderabad
7506,Abdul Samad,2,0,27,0,13.5,1,1,2,0,0,2,1216538,13,-6,Sunrisers Hyderabad
7507,Rashid Khan,4,0,22,1,5.5,11,1,1,1,0,2,1216538,13,25,Sunrisers Hyderabad
7508,Kane Williamson,2,0,24,0,12,0,0,2,0,0,2,1216538,13,-6,Sunrisers Hyderabad
7509,Trent Boult,4,0,28,2,7,11,3,1,0,0,1,1216538,13,50,Mumbai Indians
7510,James Pattinson,4,0,29,2,7.25,8,3,0,1,0,1,1216538,13,50,Mumbai Indians
7511,Krunal Pandya,4,0,35,1,8.75,9,1,2,4,0,1,1216538,13,25,Mumbai Indians
7512,Jasprit Bumrah,4,0,41,2,10.25,8,4,2,2,0,1,1216538,13,50,Mumbai Indians
7513,Kieron Pollard,3,0,20,0,6.67,6,1,0,2,0,1,1216538,13,0,Mumbai Indians
7514,Rahul Chahar,1,0,16,0,16,1,0,2,0,0,1,1216538,13,0,Mumbai Indians
7515,Deepak Chahar,4,0,38,0,9.5,4,4,0,1,0,2,1216539,13,0,Chennai Super Kings (20
7516,Sam Curran,4,0,27,1,6.75,10,2,0,1,0,2,1216539,13,25,Chennai Super Kings (20
7517,Josh Hazlewood,4,0,28,0,7,10,4,0,1,0,2,1216539,13,0,Chennai Super Kings (20
7518,Piyush Chawla,4,0,33,2,8.25,8,5,0,0,0,2,1216539,13,50,Chennai Super Kings (20
7519,Ravindra Jadeja,4,0,44,0,11,4,4,2,0,0,2,1216539,13,0,Chennai Super Kings (20
7520,Kagiso Rabada,4,0,26,3,6.5,11,3,0,0,0,1,1216539,13,79,Delhi Capitals
7521,Axar Patel,4,0,18,1,4.5,10,1,0,0,0,1,1216539,13,31,Delhi Capitals
7522,Anrich Nortje,4,0,21,2,5.25,12,1,0,3,0,1,1216539,13,50,Delhi Capitals
7523,Avesh Khan,4,0,42,0,10.5,7,6,1,1,0,1,1216539,13,0,Delhi Capitals
7524,Amit Mishra,4,0,23,0,5.75,6,1,0,0,0,1,1216539,13,0,Delhi Capitals
7525,Pat Cummins,4,0,38,0,9.5,11,4,2,1,0,2,1216540,13,0,Kolkata Knight Riders
7526,Prasidh Krishna,4,0,42,1,10.5,5,5,1,0,0,2,1216540,13,25,Kolkata Knight Riders
7527,Andre Russell,4,0,51,1,12.75,7,3,3,3,1,2,1216540,13,19,Kolkata Knight Riders
7528,Varun Chakravarthy,4,0,25,0,6.25,8,1,0,0,0,2,1216540,13,0,Kolkata Knight Riders
7529,Kamlesh Nagarkoti,4,0,36,0,9,4,1,2,0,0,2,1216540,13,0,Kolkata Knight Riders
7530,Chris Morris,4,0,17,2,4.25,10,1,0,0,0,1,1216540,13,56,Royal Challengers Bangalore
7531,Navdeep Saini,3,0,17,1,5.67,8,1,0,3,0,1,1216540,13,25,Royal Challengers Bangalore
7532,Mohammed Siraj,3,0,24,1,8,9,3,1,0,0,1,1216540,13,25,Royal Challengers Bangalore
7533,Washington Sundar,4,0,20,2,5,8,1,0,0,0,1,1216540,13,50,Royal Challengers Bangalore
