,Player,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points,Teams
2279,Yuvraj Singh,c White b Kallis,36,20,3,2,180,1,419136,3,49,Kings XI Punjab
2280,Irfan Pathan,run out (Pandey/†Uthappa),16,5,2,1,320,1,419136,3,26,Kings XI Punjab
2281,Brett Lee,not out,1,1,0,0,100,1,419136,3,1,Kings XI Punjab
2282,Manish Pandey,run out (Bipul Sharma),29,25,3,0,116,2,419136,3,32,Royal Challengers Bangalore
2283,Jacques Kallis,c †Bisla b Srivastava,9,10,1,0,90,2,419136,3,10,Royal Challengers Bangalore
2284,Kevin Pietersen,not out,66,44,7,1,150,2,419136,3,75,Royal Challengers Bangalore
2285,Virat Kohli,c Pathan b Bipul Sharma,42,26,4,1,161.54,2,419136,3,48,Royal Challengers Bangalore
2286,Robin Uthappa,c †Bisla b Pathan,22,8,1,2,275,2,419136,3,33,Royal Challengers Bangalore
2287,Cameron White,not out,6,3,1,0,200,2,419136,3,13,Royal Challengers Bangalore
2288,Murali Vijay,c Fazal b Watson,127,56,8,11,226.79,1,419137,3,179,Chennai Super Kings
2289,Matthew Hayden,c Watson b Wagh,34,21,5,1,161.9,1,419137,3,41,Chennai Super Kings
2290,Suresh Raina,c Tait b Warne,13,7,2,0,185.71,1,419137,3,21,Chennai Super Kings
2291,Albie Morkel,run out (Narwal),62,34,3,5,182.35,1,419137,3,81,Chennai Super Kings
2292,MS Dhoni,c Narwal b Watson,0,1,0,0,0,1,419137,3,-2,Chennai Super Kings
2293,S Badrinath,not out,4,1,1,0,400,1,419137,3,11,Chennai Super Kings
2294,Srikkanth Anirudha,not out,0,0,0,0,0,1,419137,3,-2,Chennai Super Kings
2295,Michael Lumb,c Anirudha b Morkel,37,26,6,1,142.31,2,419137,3,45,Rajasthan Royals
2296,Naman Ojha,not out,94,55,8,6,170.91,2,419137,3,120,Rajasthan Royals
2297,Yusuf Pathan,c Bollinger b Morkel,4,2,1,0,200,2,419137,3,11,Rajasthan Royals
2298,Shane Watson,b Bollinger,60,25,5,5,240,2,419137,3,81,Rajasthan Royals
2299,Faiz Fazal,c Anirudha b Muralitharan,4,5,0,0,80,2,419137,3,4,Rajasthan Royals
2300,Abhishek Jhunjhunwala,c Raina b Bollinger,7,4,0,1,175,2,419137,3,15,Rajasthan Royals
2301,Abhishek Raut,not out,2,4,0,0,50,2,419137,3,2,Rajasthan Royals
2302,Shikhar Dhawan,st †Gilchrist b Ojha,14,13,1,0,107.69,1,419138,3,15,Mumbai Indians
2303,Sachin Tendulkar,lbw b R Sharma,35,25,5,0,140,1,419138,3,40,Mumbai Indians
2304,Saurabh Tiwary,c Harris b Ojha,44,35,1,3,125.71,1,419138,3,51,Mumbai Indians
2305,Dwayne Bravo,b Ojha,2,8,0,0,25,1,419138,3,-4,Mumbai Indians
2306,Ambati Rayudu,not out,55,29,6,2,189.66,1,419138,3,71,Mumbai Indians
2307,Kieron Pollard,c Symonds b Harris,21,10,3,0,210,1,419138,3,30,Mumbai Indians
2308,Herschelle Gibbs,c Tendulkar b Khan,17,15,3,0,113.33,2,419138,3,20,Deccan Chargers
2309,Adam Gilchrist,b Khan,19,14,1,1,135.71,2,419138,3,22,Deccan Chargers
2310,VVS Laxman,run out (Pollard/†Rayudu),4,7,0,0,57.14,2,419138,3,4,Deccan Chargers
2311,Andrew Symonds,b McLaren,21,18,2,0,116.67,2,419138,3,23,Deccan Chargers
2312,Rohit Sharma,c & b Pollard,11,13,0,0,84.62,2,419138,3,11,Deccan Chargers
2313,Mohnish Mishra,c Bravo b Pollard,5,7,0,0,71.43,2,419138,3,5,Deccan Chargers
2314,Tirumalasetti Suman,c †Rayudu b Harbhajan Singh,11,16,0,0,68.75,2,419138,3,11,Deccan Chargers
2315,Ryan Harris,c Dhawan b McLaren,13,10,1,0,130,2,419138,3,14,Deccan Chargers
2316,Rahul Sharma,c Bravo b Harbhajan Singh,5,7,1,0,71.43,2,419138,3,6,Deccan Chargers
2317,Jaskaran Singh,not out,0,2,0,0,0,2,419138,3,-2,Deccan Chargers
2318,Pragyan Ojha,b Malinga,2,2,0,0,100,2,419138,3,2,Deccan Chargers
2319,Sourav Ganguly,c & b Bopara,36,31,5,1,116.13,1,419139,3,43,Kolkata Knight Riders
2320,Chris Gayle,c Bopara b Theron,88,42,6,8,209.52,1,419139,3,116,Kolkata Knight Riders
2321,Manoj Tiwary,c sub (M Kaif) b Pathan,35,32,2,0,109.38,1,419139,3,37,Kolkata Knight Riders
2322,Angelo Mathews,not out,17,11,2,0,154.55,1,419139,3,19,Kolkata Knight Riders
2323,David Hussey,not out,11,5,1,1,220,1,419139,3,20,Kolkata Knight Riders
2324,Manvinder Bisla,b Kartik,18,13,3,0,138.46,2,419139,3,21,Kings XI Punjab
2325,Mahela Jayawardene,not out,110,59,14,3,186.44,2,419139,3,152,Kings XI Punjab
2326,Kumar Sangakkara,c Hussey b Bond,38,22,2,2,172.73,2,419139,3,50,Kings XI Punjab
2327,Yuvraj Singh,not out,33,16,2,3,206.25,2,419139,3,47,Kings XI Punjab
2328,David Warner,c Kohli b Kumble,33,22,3,2,150,1,419140,3,40,Delhi Daredevils
2329,Virender Sehwag,b Mithun,35,22,5,2,159.09,1,419140,3,44,Delhi Daredevils
2330,Gautam Gambhir,run out (Appanna),1,1,0,0,100,1,419140,3,1,Delhi Daredevils
2331,Paul Collingwood,not out,75,46,3,7,163.04,1,419140,3,92,Delhi Daredevils
2332,Dinesh Karthik,c White b Appanna,6,4,1,0,150,1,419140,3,7,Delhi Daredevils
2333,Kedar Jadhav,run out (†Uthappa),7,9,0,0,77.78,1,419140,3,7,Delhi Daredevils
2334,Daniel Vettori,not out,19,17,2,0,111.76,1,419140,3,21,Delhi Daredevils
2335,Jacques Kallis,c Collingwood b Sangwan,54,42,5,1,128.57,2,419140,3,61,Royal Challengers Bangalore
2336,Cameron White,c Warner b Mishra,4,11,0,0,36.36,2,419140,3,-2,Royal Challengers Bangalore
2337,Kevin Pietersen,b Sangwan,16,19,0,1,84.21,2,419140,3,18,Royal Challengers Bangalore
2338,Robin Uthappa,c Warner b Sangwan,12,9,0,1,133.33,2,419140,3,14,Royal Challengers Bangalore
2339,Ross Taylor,lbw b Bhatia,22,10,0,3,220,2,419140,3,34,Royal Challengers Bangalore
2340,Virat Kohli,b Maharoof,13,11,1,0,118.18,2,419140,3,14,Royal Challengers Bangalore
2341,Rahul Dravid,c Warner b Mishra,14,9,2,0,155.56,2,419140,3,16,Royal Challengers Bangalore
2342,Vinay Kumar,b Vettori,3,3,0,0,100,2,419140,3,3,Royal Challengers Bangalore
2343,Abhimanyu Mithun,b Mishra,5,4,1,0,125,2,419140,3,6,Royal Challengers Bangalore
2344,Anil Kumble,not out,1,1,0,0,100,2,419140,3,1,Royal Challengers Bangalore
2345,KP Appanna,not out,1,2,0,0,50,2,419140,3,1,Royal Challengers Bangalore
2346,Michael Lumb,c Harris b Singh,15,10,2,1,150,1,419141,3,19,Rajasthan Royals
2347,Naman Ojha,c Harris b Singh,1,5,0,0,20,1,419141,3,-5,Rajasthan Royals
2348,Faiz Fazal,c Bilakhia b Ojha,36,29,4,0,124.14,1,419141,3,40,Rajasthan Royals
2349,Shane Watson,c Anirudh Singh b Singh,58,36,3,3,161.11,1,419141,3,67,Rajasthan Royals
2350,Yusuf Pathan,c Laxman b Harris,5,7,0,0,71.43,1,419141,3,5,Rajasthan Royals
2351,Abhishek Jhunjhunwala,c Laxman b Harmeet Singh,11,8,1,0,137.5,1,419141,3,12,Rajasthan Royals
2352,Abhishek Raut,lbw b Harmeet Singh,0,3,0,0,0,1,419141,3,-2,Rajasthan Royals
2353,Shane Warne,run out (Singh),1,4,0,0,25,1,419141,3,-5,Rajasthan Royals
2354,Morne Morkel,not out,7,7,1,0,100,1,419141,3,8,Rajasthan Royals
2355,Aditya Dole,c Symonds b Harris,4,4,1,0,100,1,419141,3,5,Rajasthan Royals
2356,Siddharth Trivedi,b Smith,9,6,2,0,150,1,419141,3,11,Rajasthan Royals
2357,VVS Laxman,c Pathan b Dole,6,9,1,0,66.67,2,419141,3,7,Deccan Chargers
2358,Adam Gilchrist,c Lumb b Dole,34,17,3,3,200,2,419141,3,49,Deccan Chargers
2359,Rohit Sharma,c Raut b Trivedi,73,44,8,2,165.91,2,419141,3,85,Deccan Chargers
2360,Andrew Symonds,c Fazal b Trivedi,15,20,2,0,75,2,419141,3,17,Deccan Chargers
2361,Anirudh Singh,c †Ojha b Warne,9,12,1,0,75,2,419141,3,10,Deccan Chargers
2362,Dwayne Smith,c Dole b Warne,4,7,0,0,57.14,2,419141,3,4,Deccan Chargers
2363,Azhar Bilakhia,c Raut b Warne,2,4,0,0,50,2,419141,3,2,Deccan Chargers
2364,Ryan Harris,b Warne,1,2,0,0,50,2,419141,3,1,Deccan Chargers
2365,RP Singh,c Morkel b Trivedi,3,5,0,0,60,2,419141,3,3,Deccan Chargers
2366,Harmeet Singh,run out (Trivedi),0,0,0,0,0,2,419141,3,-2,Deccan Chargers
2367,Pragyan Ojha,not out,0,0,0,0,0,2,419141,3,-2,Deccan Chargers
2368,Murali Vijay,b Harbhajan Singh,14,17,2,0,82.35,1,419142,3,16,Chennai Super Kings
2369,Matthew Hayden,c Sathish b Pollard,35,31,2,1,112.9,1,419142,3,39,Chennai Super Kings
2370,Suresh Raina,c Dhawan b Bravo,23,18,2,1,127.78,1,419142,3,27,Chennai Super Kings
2371,MS Dhoni,c & b Pollard,31,18,4,0,172.22,1,419142,3,41,Chennai Super Kings
2372,Michael Hussey,not out,14,15,0,0,93.33,1,419142,3,14,Chennai Super Kings
2373,S Badrinath,not out,30,22,4,0,136.36,1,419142,3,34,Chennai Super Kings
2374,Shikhar Dhawan,b Thushara,16,18,2,0,88.89,2,419142,3,18,Mumbai Indians
2375,Sachin Tendulkar,c Vijay b Thushara,45,35,6,0,128.57,2,419142,3,51,Mumbai Indians
2376,Saurabh Tiwary,c Hayden b Jakati,14,18,1,0,77.78,2,419142,3,15,Mumbai Indians
2377,Ambati Rayudu,st †Dhoni b Raina,3,4,0,0,75,2,419142,3,3,Mumbai Indians
2378,Dwayne Bravo,c Thushara b Tyagi,2,3,0,0,66.67,2,419142,3,2,Mumbai Indians
2379,Kieron Pollard,c Vijay b Ashwin,5,6,0,0,83.33,2,419142,3,5,Mumbai Indians
2380,Rajagopal Sathish,run out (Badrinath/†Dhoni),4,5,0,0,80,2,419142,3,4,Mumbai Indians
2381,Ryan McLaren,lbw b Ashwin,1,3,0,0,33.33,2,419142,3,-5,Mumbai Indians
2382,Harbhajan Singh,b Bollinger,33,23,2,3,143.48,2,419142,3,41,Mumbai Indians
2383,Abu Nechim,not out,4,7,0,0,57.14,2,419142,3,4,Mumbai Indians
2384,Manvinder Bisla,c Fazal b Watson,20,14,4,0,142.86,1,419143,3,24,Kings XI Punjab
2385,Mahela Jayawardene,c Warne b Dole,44,33,6,1,133.33,1,419143,3,52,Kings XI Punjab
2386,Kumar Sangakkara,c Pathan b Trivedi,9,7,1,0,128.57,1,419143,3,10,Kings XI Punjab
2387,Yuvraj Singh,b Dole,28,16,1,3,175,1,419143,3,41,Kings XI Punjab
2388,Irfan Pathan,not out,24,23,1,0,104.35,1,419143,3,25,Kings XI Punjab
2389,Ravi Bopara,run out (Jhunjhunwala/Fazal/†Ojha),8,11,0,0,72.73,1,419143,3,8,Kings XI Punjab
2390,Piyush Chawla,c Jhunjhunwala b Trivedi,10,15,0,0,66.67,1,419143,3,10,Kings XI Punjab
2391,Bipul Sharma,not out,1,1,0,0,100,1,419143,3,1,Kings XI Punjab
2392,Michael Lumb,c Chawla b Bopara,83,43,16,2,193.02,2,419143,3,109,Rajasthan Royals
2393,Naman Ojha,not out,44,37,4,1,118.92,2,419143,3,50,Rajasthan Royals
2394,Yusuf Pathan,not out,21,13,0,2,161.54,2,419143,3,25,Rajasthan Royals
2395,Sourav Ganguly,b Vettori,56,46,8,1,121.74,1,419144,3,66,Kolkata Knight Riders
2396,Chris Gayle,b Bhatia,40,21,5,2,190.48,1,419144,3,55,Kolkata Knight Riders
2397,Brendon McCullum,run out (Bhatia/Vettori),6,7,0,0,85.71,1,419144,3,6,Kolkata Knight Riders
2398,Manoj Tiwary,not out,26,18,1,1,144.44,1,419144,3,29,Kolkata Knight Riders
2399,Angelo Mathews,not out,46,28,3,2,164.29,1,419144,3,53,Kolkata Knight Riders
2400,David Warner,b Dinda,0,5,0,0,0,2,419144,3,-2,Delhi Daredevils
2401,Virender Sehwag,b Agarkar,64,40,6,3,160,2,419144,3,76,Delhi Daredevils
2402,Gautam Gambhir,run out (Ganguly),47,29,6,1,162.07,2,419144,3,55,Delhi Daredevils
2403,Paul Collingwood,c Mathews b Mendis,2,3,0,0,66.67,2,419144,3,2,Delhi Daredevils
2404,Dinesh Karthik,c McCullum b Dinda,20,17,2,0,117.65,2,419144,3,22,Delhi Daredevils
2405,Kedar Jadhav,c Ganguly b Mendis,5,8,0,0,62.5,2,419144,3,5,Delhi Daredevils
2406,Farveez Maharoof,b Iqbal Abdulla,2,3,0,0,66.67,2,419144,3,2,Delhi Daredevils
2407,Rajat Bhatia,run out (Iqbal Abdulla),2,3,0,0,66.67,2,419144,3,2,Delhi Daredevils
2408,Daniel Vettori,not out,12,6,2,0,200,2,419144,3,20,Delhi Daredevils
2409,Amit Mishra,not out,4,6,0,0,66.67,2,419144,3,4,Delhi Daredevils
2410,Manish Pandey,b Harris,1,6,0,0,16.67,1,419145,3,-5,Royal Challengers Bangalore
2411,Jacques Kallis,c Harris b Marsh,68,44,9,1,154.55,1,419145,3,79,Royal Challengers Bangalore
2412,Rahul Dravid,c Sharma b Ojha,26,25,2,1,104,1,419145,3,30,Royal Challengers Bangalore
2413,Robin Uthappa,c †Gilchrist b Symonds,2,5,0,0,40,1,419145,3,-4,Royal Challengers Bangalore
2414,Ross Taylor,lbw b Ojha,1,2,0,0,50,1,419145,3,1,Royal Challengers Bangalore
2415,Virat Kohli,c Symonds b Harris,58,35,4,4,165.71,1,419145,3,70,Royal Challengers Bangalore
2416,Cameron White,not out,13,3,0,2,433.33,1,419145,3,23,Royal Challengers Bangalore
2417,Praveen Kumar,not out,0,0,0,0,0,1,419145,3,-2,Royal Challengers Bangalore
2418,Adam Gilchrist,st †Uthappa b Kumble,32,19,3,2,168.42,2,419145,3,39,Deccan Chargers
2419,Mohnish Mishra,c †Uthappa b Kumar,9,11,2,0,81.82,2,419145,3,11,Deccan Chargers
2420,Tirumalasetti Suman,not out,78,57,6,3,136.84,2,419145,3,90,Deccan Chargers
2421,Rohit Sharma,c Steyn b Vinay Kumar,6,5,1,0,120,2,419145,3,7,Deccan Chargers
2422,Andrew Symonds,not out,53,24,5,3,220.83,2,419145,3,70,Deccan Chargers
2423,Shikhar Dhawan,b Pathan,2,4,0,0,50,1,419146,3,2,Mumbai Indians
2424,Sachin Tendulkar,b Chawla,29,25,3,0,116,1,419146,3,32,Mumbai Indians
2425,Ambati Rayudu,b Chawla,33,18,7,0,183.33,1,419146,3,46,Mumbai Indians
2426,Saurabh Tiwary,st †Sangakkara b Chawla,4,5,0,0,80,1,419146,3,4,Mumbai Indians
2427,Jean Paul Duminy,run out (†Sangakkara),35,28,1,2,125,1,419146,3,40,Mumbai Indians
2428,Rajagopal Sathish,c †Sangakkara b Pathan,20,17,1,0,117.65,1,419146,3,21,Mumbai Indians
2429,Kieron Pollard,b Pathan,18,14,2,0,128.57,1,419146,3,20,Mumbai Indians
2430,Harbhajan Singh,c †Sangakkara b Ablish,9,7,1,0,128.57,1,419146,3,10,Mumbai Indians
2431,Ryan McLaren,b Ablish,0,1,0,0,0,1,419146,3,-2,Mumbai Indians
2432,Zaheer Khan,not out,0,1,0,0,0,1,419146,3,-2,Mumbai Indians
2433,Adrian Barath,lbw b Duminy,33,27,4,1,122.22,2,419146,3,39,Kings XI Punjab
2434,Mahela Jayawardene,c Tiwary b Malinga,31,18,7,0,172.22,2,419146,3,44,Kings XI Punjab
2435,Kumar Sangakkara,c Dhawan b Malinga,56,42,6,1,133.33,2,419146,3,64,Kings XI Punjab
2436,Yuvraj Singh,c Duminy b Pollard,15,21,1,0,71.43,2,419146,3,16,Kings XI Punjab
2437,Irfan Pathan,not out,15,6,1,1,250,2,419146,3,24,Kings XI Punjab
2438,Reetinder Sodhi,not out,4,2,1,0,200,2,419146,3,11,Kings XI Punjab
2439,Murali Vijay,run out (Singh/Harmeet Singh),23,13,1,1,176.92,1,419147,3,32,Chennai Super Kings
2440,Matthew Hayden,c †Gilchrist b Harmeet Singh,19,18,3,0,105.56,1,419147,3,22,Chennai Super Kings
2441,Suresh Raina,c Sharma b Harris,52,42,4,2,123.81,1,419147,3,60,Chennai Super Kings
2442,MS Dhoni,b Ojha,7,13,0,0,53.85,1,419147,3,7,Chennai Super Kings
2443,Michael Hussey,c Sumanth b Symonds,8,11,0,0,72.73,1,419147,3,8,Chennai Super Kings
2444,S Badrinath,c Mishra b Singh,6,6,1,0,100,1,419147,3,7,Chennai Super Kings
2445,Ravichandran Ashwin,c & b Harris,5,6,0,0,83.33,1,419147,3,5,Chennai Super Kings
2446,Thilan Thushara,c Symonds b Harris,8,8,0,0,100,1,419147,3,8,Chennai Super Kings
2447,Shadab Jakati,not out,0,0,0,0,0,1,419147,3,-2,Chennai Super Kings
2448,Doug Bollinger,not out,2,3,0,0,66.67,1,419147,3,2,Chennai Super Kings
2449,Mohnish Mishra,st †Dhoni b Ashwin,21,18,2,1,116.67,2,419147,3,25,Deccan Chargers
2450,Adam Gilchrist,c †Dhoni b Ashwin,7,8,1,0,87.5,2,419147,3,8,Deccan Chargers
2451,Tirumalasetti Suman,c Raina b Jakati,55,44,4,2,125,2,419147,3,63,Deccan Chargers
2452,Rohit Sharma,c Tyagi b Raina,8,15,0,0,53.33,2,419147,3,8,Deccan Chargers
2453,Andrew Symonds,not out,27,22,1,2,122.73,2,419147,3,32,Deccan Chargers
2454,Dwayne Smith,not out,13,8,0,1,162.5,2,419147,3,15,Deccan Chargers
2455,Sourav Ganguly,c Kumble b Vinay Kumar,33,32,2,2,103.13,1,419148,3,39,Kolkata Knight Riders
2456,Chris Gayle,c Dravid b Kallis,34,15,6,1,226.67,1,419148,3,48,Kolkata Knight Riders
2457,Brendon McCullum,c Vinay Kumar b Kumble,45,36,5,2,125,1,419148,3,54,Kolkata Knight Riders
2458,Manoj Tiwary,c White b Kallis,0,2,0,0,0,1,419148,3,-2,Kolkata Knight Riders
2459,Angelo Mathews,c Taylor b Vinay Kumar,1,2,0,0,50,1,419148,3,1,Kolkata Knight Riders
2460,Wriddhiman Saha,c Vinay Kumar b Steyn,13,15,0,1,86.67,1,419148,3,15,Kolkata Knight Riders
2461,Cheteshwar Pujara,run out (†Uthappa/Kallis),16,8,0,2,200,1,419148,3,26,Kolkata Knight Riders
2462,Ajit Agarkar,not out,6,6,0,0,100,1,419148,3,6,Kolkata Knight Riders
2463,Ashok Dinda,run out (†Uthappa),0,1,0,0,0,1,419148,3,-2,Kolkata Knight Riders
2464,Ishant Sharma,c †Uthappa b Vinay Kumar,0,2,0,0,0,1,419148,3,-2,Kolkata Knight Riders
2465,Ajantha Mendis,not out,1,1,0,0,100,1,419148,3,1,Kolkata Knight Riders
2466,Sridharan Sriram,b Dinda,27,29,3,0,93.1,2,419148,3,30,Royal Challengers Bangalore
2467,Jacques Kallis,c Gayle b Dinda,8,11,0,0,72.73,2,419148,3,8,Royal Challengers Bangalore
2468,Rahul Dravid,c Agarkar b Mathews,52,35,5,2,148.57,2,419148,3,61,Royal Challengers Bangalore
2469,Robin Uthappa,not out,50,22,4,4,227.27,2,419148,3,68,Royal Challengers Bangalore
2470,Ross Taylor,not out,14,6,1,1,233.33,2,419148,3,23,Royal Challengers Bangalore
2471,David Warner,run out (Goel/†Sangakkara),6,11,1,0,54.55,1,419149,3,7,Delhi Daredevils
2472,Virender Sehwag,c Sodhi b Pathan,0,1,0,0,0,1,419149,3,-2,Delhi Daredevils
2473,Gautam Gambhir,run out (Theron/†Sangakkara),26,12,5,0,216.67,1,419149,3,37,Delhi Daredevils
2474,Paul Collingwood,lbw b Chawla,4,7,0,0,57.14,1,419149,3,4,Delhi Daredevils
2475,Dinesh Karthik,c Jayawardene b Pathan,17,35,1,0,48.57,1,419149,3,12,Delhi Daredevils
2476,Daniel Vettori,b Chawla,2,4,0,0,50,1,419149,3,2,Delhi Daredevils
2477,Mithun Manhas,b Theron,26,28,1,0,92.86,1,419149,3,27,Delhi Daredevils
2478,Rajat Bhatia,c Sodhi b Yuvraj Singh,1,5,0,0,20,1,419149,3,-5,Delhi Daredevils
2479,Farveez Maharoof,b Ablish,0,1,0,0,0,1,419149,3,-2,Delhi Daredevils
2480,Amit Mishra,not out,10,10,0,0,100,1,419149,3,10,Delhi Daredevils
2481,Ashish Nehra,c Chawla b Pathan,1,4,0,0,25,1,419149,3,-5,Delhi Daredevils
2482,Mahela Jayawardene,c Nehra b Collingwood,38,35,4,1,108.57,2,419149,3,44,Kings XI Punjab
2483,Irfan Pathan,c Bhatia b Mishra,12,17,1,0,70.59,2,419149,3,13,Kings XI Punjab
2484,Kumar Sangakkara,b Collingwood,33,30,4,0,110,2,419149,3,37,Kings XI Punjab
2485,Yuvraj Singh,not out,21,25,2,1,84,2,419149,3,25,Kings XI Punjab
2486,Adrian Barath,not out,2,5,0,0,40,2,419149,3,-4,Kings XI Punjab
2487,Sanath Jayasuriya,c Jhunjhunwala b Watson,1,2,0,0,50,1,419150,3,1,Mumbai Indians
2488,Sachin Tendulkar,not out,89,59,10,2,150.85,1,419150,3,103,Mumbai Indians
2489,Ambati Rayudu,c †Ojha b Watson,0,3,0,0,0,1,419150,3,-2,Mumbai Indians
2490,Saurabh Tiwary,c Dole b Watson,15,9,3,0,166.67,1,419150,3,18,Mumbai Indians
2491,Jean Paul Duminy,c Lumb b Trivedi,31,32,4,0,96.88,1,419150,3,35,Mumbai Indians
2492,Kieron Pollard,b Dole,25,13,3,1,192.31,1,419150,3,36,Mumbai Indians
2493,Rajagopal Sathish,not out,1,2,0,0,50,1,419150,3,1,Mumbai Indians
2494,Michael Lumb,c Duminy b Kulkarni,8,6,2,0,133.33,2,419150,3,10,Rajasthan Royals
2495,Naman Ojha,c Tendulkar b Khan,0,5,0,0,0,2,419150,3,-2,Rajasthan Royals
2496,Faiz Fazal,run out (Jayasuriya/Harbhajan Singh),10,15,1,0,66.67,2,419150,3,11,Rajasthan Royals
2497,Shane Watson,run out (†Rayudu),1,2,0,0,50,2,419150,3,1,Rajasthan Royals
2498,Abhishek Jhunjhunwala,run out (Tiwary/†Rayudu),22,22,0,1,100,2,419150,3,24,Rajasthan Royals
2499,Adam Voges,c †Rayudu b Khan,28,27,2,0,103.7,2,419150,3,30,Rajasthan Royals
2500,Yusuf Pathan,c Harbhajan Singh b Pollard,10,8,0,1,125,2,419150,3,12,Rajasthan Royals
2501,Abhishek Raut,not out,20,17,0,2,117.65,2,419150,3,24,Rajasthan Royals
2502,Aditya Dole,c sub (S Dhawan) b Harbhajan Singh,30,18,2,1,166.67,2,419150,3,34,Rajasthan Royals
2503,Herschelle Gibbs,b Steyn,12,10,1,1,120,1,419151,3,15,Deccan Chargers
2504,Adam Gilchrist,c †Uthappa b Steyn,0,1,0,0,0,1,419151,3,-2,Deccan Chargers
2505,Tirumalasetti Suman,c Taylor b Steyn,0,1,0,0,0,1,419151,3,-2,Deccan Chargers
2506,Rohit Sharma,c Pandey b Vinay Kumar,51,46,7,0,110.87,1,419151,3,58,Deccan Chargers
2507,Mohnish Mishra,run out (Steyn/†Uthappa),41,30,1,3,136.67,1,419151,3,48,Deccan Chargers
2508,Andrew Symonds,st †Uthappa b Kumble,19,20,2,0,95,1,419151,3,21,Deccan Chargers
2509,Ryan Harris,not out,13,9,0,1,144.44,1,419151,3,15,Deccan Chargers
2510,Bodapati Sumanth,not out,6,4,0,0,150,1,419151,3,6,Deccan Chargers
2511,Manish Pandey,c †Gilchrist b Harris,0,1,0,0,0,2,419151,3,-2,Royal Challengers Bangalore
2512,Jacques Kallis,c Sumanth b Ojha,27,37,1,0,72.97,2,419151,3,28,Royal Challengers Bangalore
2513,Rahul Dravid,c Sumanth b Symonds,49,35,8,0,140,2,419151,3,57,Royal Challengers Bangalore
2514,Robin Uthappa,b Harmeet Singh,34,20,0,3,170,2,419151,3,46,Royal Challengers Bangalore
2515,Ross Taylor,b Singh,1,5,0,0,20,2,419151,3,-5,Royal Challengers Bangalore
2516,Virat Kohli,c Sumanth b Ojha,3,4,0,0,75,2,419151,3,3,Royal Challengers Bangalore
2517,Cameron White,c Symonds b Singh,4,3,0,0,133.33,2,419151,3,4,Royal Challengers Bangalore
2518,Vinay Kumar,b Harris,4,7,0,0,57.14,2,419151,3,4,Royal Challengers Bangalore
2519,Dale Steyn,lbw b Harmeet Singh,0,1,0,0,0,2,419151,3,-2,Royal Challengers Bangalore
2520,Anil Kumble,not out,2,4,0,0,50,2,419151,3,2,Royal Challengers Bangalore
2521,KP Appanna,run out (Sharma/†Gilchrist),1,1,0,0,100,2,419151,3,1,Royal Challengers Bangalore
2522,Chandan Madan,c Mishra b McDonald,15,19,3,0,78.95,1,419152,3,18,Mumbai Indians
2523,Sachin Tendulkar,c de Villiers b Sangwan,30,27,3,0,111.11,1,419152,3,33,Mumbai Indians
2524,Saurabh Tiwary,b Sangwan,38,28,1,2,135.71,1,419152,3,43,Mumbai Indians
2525,Ambati Rayudu,c de Villiers b Nehra,24,21,2,0,114.29,1,419152,3,26,Mumbai Indians
2526,Jean Paul Duminy,not out,21,14,3,0,150,1,419152,3,24,Mumbai Indians
2527,Kieron Pollard,not out,45,13,2,5,346.15,1,419152,3,63,Mumbai Indians
2528,David Warner,c Murtaza b Fernando,31,15,5,1,206.67,2,419152,3,44,Delhi Daredevils
2529,Virender Sehwag,run out (Pollard/†Madan),20,18,3,0,111.11,2,419152,3,23,Delhi Daredevils
2530,Gautam Gambhir,c & b Harbhajan Singh,17,9,3,0,188.89,2,419152,3,26,Delhi Daredevils
2531,Dinesh Karthik,b Murtaza,11,14,0,0,78.57,2,419152,3,11,Delhi Daredevils
2532,AB de Villiers,lbw b Murtaza,4,7,0,0,57.14,2,419152,3,4,Delhi Daredevils
2533,Paul Collingwood,run out (Pollard),2,5,0,0,40,2,419152,3,-4,Delhi Daredevils
2534,Andrew McDonald,not out,33,31,0,1,106.45,2,419152,3,35,Delhi Daredevils
2535,Amit Mishra,b Fernando,12,17,0,0,70.59,2,419152,3,12,Delhi Daredevils
2536,Pradeep Sangwan,not out,6,5,0,0,120,2,419152,3,6,Delhi Daredevils
2537,Sourav Ganguly,lbw b Bollinger,10,12,2,0,83.33,1,419153,3,12,Kolkata Knight Riders
2538,Chris Gayle,st †Dhoni b Ashwin,7,4,0,1,175,1,419153,3,15,Kolkata Knight Riders
2539,Brendon McCullum,c Muralitharan b Ashwin,0,4,0,0,0,1,419153,3,-2,Kolkata Knight Riders
2540,Manoj Tiwary,c Vijay b Raina,27,31,2,0,87.1,1,419153,3,29,Kolkata Knight Riders
2541,David Hussey,st †Dhoni b Ashwin,0,3,0,0,0,1,419153,3,-2,Kolkata Knight Riders
2542,Angelo Mathews,c Hayden b Muralitharan,48,48,3,2,100,1,419153,3,55,Kolkata Knight Riders
2543,Wriddhiman Saha,st †Dhoni b Jakati,1,2,0,0,50,1,419153,3,1,Kolkata Knight Riders
2544,Laxmi Shukla,c Hayden b Bollinger,17,10,0,2,170,1,419153,3,27,Kolkata Knight Riders
2545,Ajit Agarkar,not out,9,5,2,0,180,1,419153,3,17,Kolkata Knight Riders
2546,Iqbal Abdulla,not out,0,1,0,0,0,1,419153,3,-2,Kolkata Knight Riders
