,Player,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points,Teams
7161,Karun Nair,b HH Pandya,5,15,0,0,33.33,2,1082614,10,-1,Delhi Daredevils
7162,Shreyas Iyer,c †Patel b McClenaghan,6,7,1,0,85.71,2,1082614,10,7,Delhi Daredevils
7163,Corey Anderson,lbw b McClenaghan,0,3,0,0,0,2,1082614,10,-2,Delhi Daredevils
7164,Rishabh Pant,c Harbhajan Singh b Bumrah,0,3,0,0,0,2,1082614,10,-2,Delhi Daredevils
7165,Kagiso Rabada,b Bumrah,44,39,4,1,112.82,2,1082614,10,50,Delhi Daredevils
7166,Chris Morris,not out,52,41,5,1,126.83,2,1082614,10,59,Delhi Daredevils
7167,Pat Cummins,not out,4,5,0,0,80,2,1082614,10,4,Delhi Daredevils
7168,David Warner,b Unadkat,43,40,3,1,107.5,1,1082615,10,48,Sunrisers Hyderabad
7169,Shikhar Dhawan,c Tripathi b Imran Tahir,30,29,5,0,103.45,1,1082615,10,35,Sunrisers Hyderabad
7170,Kane Williamson,lbw b Christian,21,14,1,1,150,1,1082615,10,24,Sunrisers Hyderabad
7171,Moises Henriques,not out,55,28,6,2,196.43,1,1082615,10,71,Sunrisers Hyderabad
7172,Deepak Hooda,not out,19,10,2,1,190,1,1082615,10,29,Sunrisers Hyderabad
7173,Ajinkya Rahane,c Kaul b Bipul Sharma,2,7,0,0,28.57,2,1082615,10,-4,Rising Pune Supergiant
7174,Rahul Tripathi,run out (Rashid Khan),59,41,6,3,143.9,2,1082615,10,71,Rising Pune Supergiant
7175,Steven Smith,b Rashid Khan,27,21,1,2,128.57,2,1082615,10,32,Rising Pune Supergiant
7176,MS Dhoni,not out,61,34,5,3,179.41,2,1082615,10,78,Rising Pune Supergiant
7177,Ben Stokes,c sub (V Shankar) b Kumar,10,9,1,0,111.11,2,1082615,10,11,Rising Pune Supergiant
7178,Manoj Tiwary,not out,17,8,3,0,212.5,2,1082615,10,26,Rising Pune Supergiant
7179,Manan Vohra,c †Karthik b Singh,2,4,0,0,50,1,1082616,10,2,Kings XI Punjab
7180,Hashim Amla,c & b Agarwal,65,40,9,2,162.5,1,1082616,10,78,Kings XI Punjab
7181,Shaun Marsh,c Raina b Tye,30,24,4,1,125,1,1082616,10,36,Kings XI Punjab
7182,Glenn Maxwell,lbw b Jadeja,31,18,1,3,172.22,1,1082616,10,44,Kings XI Punjab
7183,Marcus Stoinis,c McCullum b Tye,7,9,0,0,77.78,1,1082616,10,7,Kings XI Punjab
7184,Axar Patel,c Finch b Smith,34,17,3,2,200,1,1082616,10,47,Kings XI Punjab
7185,Wriddhiman Saha,run out (Basil Thampi),10,5,0,1,200,1,1082616,10,18,Kings XI Punjab
7186,Mohit Sharma,not out,4,3,0,0,133.33,1,1082616,10,4,Kings XI Punjab
7187,Brendon McCullum,lbw b Sandeep Sharma,6,6,1,0,100,2,1082616,10,7,Gujarat Lions
7188,Aaron Finch,c Stoinis b Sharma,13,12,0,1,108.33,2,1082616,10,15,Gujarat Lions
7189,Suresh Raina,c Maxwell b Patel,32,24,4,0,133.33,2,1082616,10,36,Gujarat Lions
7190,Dinesh Karthik,not out,58,44,6,0,131.82,2,1082616,10,64,Gujarat Lions
7191,Ravindra Jadeja,c & b Cariappa,9,7,1,0,128.57,2,1082616,10,10,Gujarat Lions
7192,Dwayne Smith,c Stoinis b Patel,4,4,1,0,100,2,1082616,10,5,Gujarat Lions
7193,Akshdeep Nath,lbw b Cariappa,0,1,0,0,0,2,1082616,10,-2,Gujarat Lions
7194,Andrew Tye,b Sandeep Sharma,22,12,2,1,183.33,2,1082616,10,32,Gujarat Lions
7195,Basil Thampi,not out,11,10,1,0,110,2,1082616,10,12,Gujarat Lions
7196,Sunil Narine,c Chahal b Binny,34,17,6,1,200,1,1082617,10,48,Kolkata Knight Riders
7197,Gautam Gambhir,c †Jadhav b Mills,14,11,1,1,127.27,1,1082617,10,17,Kolkata Knight Riders
7198,Robin Uthappa,lbw b Badree,11,9,2,0,122.22,1,1082617,10,13,Kolkata Knight Riders
7199,Manish Pandey,c Badree b Chahal,15,16,1,0,93.75,1,1082617,10,16,Kolkata Knight Riders
7200,Yusuf Pathan,st †Jadhav b Chahal,8,8,0,0,100,1,1082617,10,8,Kolkata Knight Riders
7201,Suryakumar Yadav,c Mills b Negi,15,19,1,0,78.95,1,1082617,10,16,Kolkata Knight Riders
7202,Colin de Grandhomme,c Kohli b Chahal,0,2,0,0,0,1,1082617,10,-2,Kolkata Knight Riders
7203,Chris Woakes,c Mandeep Singh b Mills,18,21,3,0,85.71,1,1082617,10,21,Kolkata Knight Riders
7204,Nathan Coulter Nile,c de Villiers b Negi,2,3,0,0,66.67,1,1082617,10,2,Kolkata Knight Riders
7205,Umesh Yadav,not out,2,4,0,0,50,1,1082617,10,2,Kolkata Knight Riders
7206,Kuldeep Yadav,b Aravind,4,7,0,0,57.14,1,1082617,10,4,Kolkata Knight Riders
7207,Chris Gayle,c Coulter-Nile b Woakes,7,17,1,0,41.18,2,1082617,10,2,Royal Challengers Bangalore
7208,Virat Kohli,c Pandey b Coulter-Nile,0,1,0,0,0,2,1082617,10,-2,Royal Challengers Bangalore
7209,Mandeep Singh,c Pandey b UT Yadav,1,3,0,0,33.33,2,1082617,10,-5,Royal Challengers Bangalore
7210,AB de Villiers,c †Uthappa b Coulter-Nile,8,6,2,0,133.33,2,1082617,10,10,Royal Challengers Bangalore
7211,Kedar Jadhav,c Woakes b Coulter-Nile,9,7,2,0,128.57,2,1082617,10,11,Royal Challengers Bangalore
7212,Stuart Binny,c †Uthappa b Woakes,8,9,2,0,88.89,2,1082617,10,10,Royal Challengers Bangalore
7213,Pawan Negi,lbw b de Grandhomme,2,3,0,0,66.67,2,1082617,10,2,Royal Challengers Bangalore
7214,Samuel Badree,lbw b Woakes,0,3,0,0,0,2,1082617,10,-2,Royal Challengers Bangalore
7215,Tymal Mills,c Kuldeep Yadav b de Grandhomme,2,5,0,0,40,2,1082617,10,-4,Royal Challengers Bangalore
7216,Sreenath Aravind,not out,5,4,1,0,125,2,1082617,10,6,Royal Challengers Bangalore
7217,Yuzvendra Chahal,c Pandey b de Grandhomme,0,2,0,0,0,2,1082617,10,-2,Royal Challengers Bangalore
7218,Ajinkya Rahane,c & b KV Sharma,38,32,5,1,118.75,1,1082618,10,45,Rising Pune Supergiant
7219,Rahul Tripathi,c Pollard b KV Sharma,45,31,3,2,145.16,1,1082618,10,52,Rising Pune Supergiant
7220,Steven Smith,b Harbhajan Singh,17,12,2,0,141.67,1,1082618,10,19,Rising Pune Supergiant
7221,MS Dhoni,b Bumrah,7,11,0,0,63.64,1,1082618,10,7,Rising Pune Supergiant
7222,Ben Stokes,b Johnson,17,12,2,0,141.67,1,1082618,10,19,Rising Pune Supergiant
7223,Manoj Tiwary,lbw b Bumrah,22,13,4,0,169.23,1,1082618,10,26,Rising Pune Supergiant
7224,Daniel Christian,not out,8,7,1,0,114.29,1,1082618,10,9,Rising Pune Supergiant
7225,Washington Sundar,not out,2,2,0,0,100,1,1082618,10,2,Rising Pune Supergiant
7226,Parthiv Patel,b Washington Sundar,33,27,4,0,122.22,2,1082618,10,37,Mumbai Indians
7227,Jos Buttler,c Washington Sundar b Stokes,17,13,3,0,130.77,2,1082618,10,20,Mumbai Indians
7228,Nitish Rana,c Unadkat b Christian,3,9,0,0,33.33,2,1082618,10,-3,Mumbai Indians
7229,Rohit Sharma,c & b Unadkat,58,39,6,3,148.72,2,1082618,10,70,Mumbai Indians
7230,Karn Sharma,b Stokes,11,10,0,1,110,2,1082618,10,13,Mumbai Indians
7231,Kieron Pollard,c Smith b Imran Tahir,9,9,1,0,100,2,1082618,10,10,Mumbai Indians
7232,Hardik Pandya,c Stokes b Unadkat,13,11,2,0,118.18,2,1082618,10,15,Mumbai Indians
7233,Harbhajan Singh,not out,7,2,0,1,350,2,1082618,10,15,Mumbai Indians
7234,Mitchell McClenaghan,run out (Unadkat/Stokes),0,0,0,0,0,2,1082618,10,-2,Mumbai Indians
7235,Mitchell Johnson,not out,0,0,0,0,0,2,1082618,10,-2,Mumbai Indians
7236,Ajinkya Rahane,st †Uthappa b Narine,46,41,4,1,112.2,1,1082620,10,52,Rising Pune Supergiant
7237,Rahul Tripathi,b Chawla,38,23,7,0,165.22,1,1082620,10,45,Rising Pune Supergiant
7238,Steven Smith,not out,51,37,4,1,137.84,1,1082620,10,57,Rising Pune Supergiant
7239,MS Dhoni,st †Uthappa b Kuldeep Yadav,23,11,1,2,209.09,1,1082620,10,34,Rising Pune Supergiant
7240,Manoj Tiwary,st †Uthappa b Kuldeep Yadav,1,2,0,0,50,1,1082620,10,1,Rising Pune Supergiant
7241,Daniel Christian,c Pandey b Yadav,16,6,0,2,266.67,1,1082620,10,26,Rising Pune Supergiant
7242,Sunil Narine,run out (Thakur/†Dhoni),16,11,3,0,145.45,2,1082620,10,19,Kolkata Knight Riders
7243,Gautam Gambhir,c Thakur b Christian,62,46,6,1,134.78,2,1082620,10,70,Kolkata Knight Riders
7244,Robin Uthappa,c Tripathi b Unadkat,87,47,7,6,185.11,2,1082620,10,112,Kolkata Knight Riders
7245,Darren Bravo,not out,6,5,1,0,120,2,1082620,10,7,Kolkata Knight Riders
7246,Manish Pandey,not out,0,0,0,0,0,2,1082620,10,-2,Kolkata Knight Riders
7247,Chris Gayle,c †Karthik b Tye,8,11,1,0,72.73,1,1082621,10,9,Royal Challengers Bangalore
7248,Virat Kohli,c Finch b Basil Thampi,10,13,0,1,76.92,1,1082621,10,12,Royal Challengers Bangalore
7249,AB de Villiers,run out (Jadeja),5,11,0,0,45.45,1,1082621,10,-1,Royal Challengers Bangalore
7250,Travis Head,c Raina b Tye,0,1,0,0,0,1,1082621,10,-2,Royal Challengers Bangalore
7251,Kedar Jadhav,b Jadeja,31,18,4,1,172.22,1,1082621,10,43,Royal Challengers Bangalore
7252,Mandeep Singh,c Jadeja b Tye,8,14,0,0,57.14,1,1082621,10,8,Royal Challengers Bangalore
7253,Pawan Negi,c Basil Thampi b Ankit Soni,32,19,3,2,168.42,1,1082621,10,39,Royal Challengers Bangalore
7254,Samuel Badree,c Ishan Kishan b Jadeja,3,3,0,0,100,1,1082621,10,3,Royal Challengers Bangalore
7255,Sreenath Aravind,c McCullum b Faulkner,9,16,0,0,56.25,1,1082621,10,9,Royal Challengers Bangalore
7256,Aniket Choudhary,not out,15,12,1,0,125,1,1082621,10,16,Royal Challengers Bangalore
7257,Yuzvendra Chahal,run out (McCullum/†Karthik),1,2,0,0,50,1,1082621,10,1,Royal Challengers Bangalore
7258,Ishan Kishan,lbw b Badree,16,11,4,0,145.45,2,1082621,10,20,Gujarat Lions
7259,Brendon McCullum,c de Villiers b Badree,3,6,0,0,50,2,1082621,10,3,Gujarat Lions
7260,Suresh Raina,not out,34,30,4,1,113.33,2,1082621,10,40,Gujarat Lions
7261,Aaron Finch,c de Villiers b Negi,72,34,5,6,211.76,2,1082621,10,95,Gujarat Lions
7262,Ravindra Jadeja,not out,2,4,0,0,50,2,1082621,10,2,Gujarat Lions
7263,Sanju Samson,lbw b Yadav,60,38,4,3,157.89,1,1082622,10,70,Delhi Daredevils
7264,Karun Nair,lbw b Narine,15,17,3,0,88.24,1,1082622,10,18,Delhi Daredevils
7265,Shreyas Iyer,lbw b Coulter-Nile,47,34,4,1,138.24,1,1082622,10,53,Delhi Daredevils
7266,Rishabh Pant,lbw b Coulter-Nile,6,4,1,0,150,1,1082622,10,7,Delhi Daredevils
7267,Chris Morris,c Woakes b Coulter-Nile,11,10,1,0,110,1,1082622,10,12,Delhi Daredevils
7268,Corey Anderson,run out (Jackson/Gambhir),2,5,0,0,40,1,1082622,10,-4,Delhi Daredevils
7269,Ankit Bawne,not out,12,12,1,0,100,1,1082622,10,13,Delhi Daredevils
7270,Pat Cummins,not out,0,0,0,0,0,1,1082622,10,-2,Delhi Daredevils
7271,Sunil Narine,b Rabada,4,4,1,0,100,2,1082622,10,5,Kolkata Knight Riders
7272,Gautam Gambhir,not out,71,52,11,0,136.54,2,1082622,10,82,Kolkata Knight Riders
7273,Robin Uthappa,run out (Nair),59,33,5,4,178.79,2,1082622,10,78,Kolkata Knight Riders
7274,Manish Pandey,b Rabada,5,4,1,0,125,2,1082622,10,6,Kolkata Knight Riders
7275,Sheldon Jackson,not out,12,5,2,0,240,2,1082622,10,20,Kolkata Knight Riders
7276,David Warner,b Maxwell,51,27,4,4,188.89,1,1082623,10,69,Sunrisers Hyderabad
7277,Shikhar Dhawan,c Maxwell b MM Sharma,77,48,9,1,160.42,1,1082623,10,88,Sunrisers Hyderabad
7278,Kane Williamson,not out,54,27,4,2,200,1,1082623,10,68,Sunrisers Hyderabad
7279,Yuvraj Singh,c Patel b Maxwell,15,12,2,0,125,1,1082623,10,17,Sunrisers Hyderabad
7280,Moises Henriques,not out,7,6,0,0,116.67,1,1082623,10,7,Sunrisers Hyderabad
7281,Martin Guptill,c Henriques b Kumar,23,11,4,1,209.09,2,1082623,10,35,Kings XI Punjab
7282,Manan Vohra,c Kaul b Nehra,3,6,0,0,50,2,1082623,10,3,Kings XI Punjab
7283,Shaun Marsh,c Hooda b Kumar,84,50,14,2,168,2,1082623,10,102,Kings XI Punjab
7284,Glenn Maxwell,c Nehra b Kaul,0,2,0,0,0,2,1082623,10,-2,Kings XI Punjab
7285,Eoin Morgan,c Hooda b Rashid Khan,26,21,2,1,123.81,2,1082623,10,30,Kings XI Punjab
7286,Wriddhiman Saha,b Kaul,2,4,0,0,50,2,1082623,10,2,Kings XI Punjab
7287,Axar Patel,c Warner b Kaul,16,9,2,0,177.78,2,1082623,10,24,Kings XI Punjab
7288,Anureet Singh,c Williamson b Nehra,15,12,2,0,125,2,1082623,10,17,Kings XI Punjab
7289,Mohit Sharma,c Hooda b Nehra,2,4,0,0,50,2,1082623,10,2,Kings XI Punjab
7290,Ishant Sharma,not out,5,2,1,0,250,2,1082623,10,12,Kings XI Punjab
7291,Ajinkya Rahane,c Milne b Badree,6,8,0,0,75,1,1082624,10,6,Rising Pune Supergiant
7292,Rahul Tripathi,c †Jadhav b Negi,37,28,4,1,132.14,1,1082624,10,43,Rising Pune Supergiant
7293,Steven Smith,c Milne b Binny,45,32,5,1,140.63,1,1082624,10,52,Rising Pune Supergiant
7294,Manoj Tiwary,not out,44,35,4,1,125.71,1,1082624,10,50,Rising Pune Supergiant
7295,MS Dhoni,not out,21,17,1,1,123.53,1,1082624,10,24,Rising Pune Supergiant
7296,Travis Head,b Unadkat,2,5,0,0,40,2,1082624,10,-4,Royal Challengers Bangalore
7297,Virat Kohli,c sub (MA Agarwal) b Christian,55,48,4,1,114.58,2,1082624,10,61,Royal Challengers Bangalore
7298,AB de Villiers,c Tiwary b Ferguson,3,8,0,0,37.5,2,1082624,10,-3,Royal Challengers Bangalore
7299,Kedar Jadhav,run out (Ferguson/†Dhoni),7,12,1,0,58.33,2,1082624,10,8,Royal Challengers Bangalore
7300,Sachin Baby,c Smith b Washington Sundar,2,4,0,0,50,2,1082624,10,2,Royal Challengers Bangalore
7301,Stuart Binny,c Washington Sundar b Ferguson,1,7,0,0,14.29,2,1082624,10,-5,Royal Challengers Bangalore
7302,Pawan Negi,c Christian b Imran Tahir,3,7,0,0,42.86,2,1082624,10,-3,Royal Challengers Bangalore
7303,Adam Milne,c Smith b Imran Tahir,5,8,0,0,62.5,2,1082624,10,5,Royal Challengers Bangalore
7304,Samuel Badree,b Imran Tahir,2,7,0,0,28.57,2,1082624,10,-4,Royal Challengers Bangalore
7305,Sreenath Aravind,not out,8,5,1,0,160,2,1082624,10,9,Royal Challengers Bangalore
7306,Yuzvendra Chahal,not out,4,9,0,0,44.44,2,1082624,10,-2,Royal Challengers Bangalore
7307,Ishan Kishan,c Pollard b Harbhajan Singh,48,35,6,2,137.14,1,1082625,10,58,Gujarat Lions
7308,Brendon McCullum,b Malinga,6,4,1,0,150,1,1082625,10,7,Gujarat Lions
7309,Suresh Raina,c Pollard b Bumrah,1,3,0,0,33.33,1,1082625,10,-5,Gujarat Lions
7310,Aaron Finch,b Malinga,0,3,0,0,0,1,1082625,10,-2,Gujarat Lions
7311,Dinesh Karthik,st †Patel b KH Pandya,2,8,0,0,25,1,1082625,10,-4,Gujarat Lions
7312,Ravindra Jadeja,c & b KH Pandya,28,21,2,1,133.33,1,1082625,10,32,Gujarat Lions
7313,James Faulkner,b Bumrah,21,27,2,0,77.78,1,1082625,10,23,Gujarat Lions
7314,Irfan Pathan,c HH Pandya b KH Pandya,2,3,0,0,66.67,1,1082625,10,2,Gujarat Lions
7315,Andrew Tye,run out (Bumrah),25,12,2,2,208.33,1,1082625,10,37,Gujarat Lions
7316,Basil Thampi,not out,2,4,0,0,50,1,1082625,10,2,Gujarat Lions
7317,Ankit Soni,not out,7,2,0,1,350,1,1082625,10,15,Gujarat Lions
7318,Parthiv Patel,c †Karthik b Faulkner,70,44,9,1,159.09,2,1082625,10,81,Mumbai Indians
7319,Jos Buttler,run out (Faulkner),9,7,2,0,128.57,2,1082625,10,11,Mumbai Indians
7320,Nitish Rana,lbw b Ankit Soni,19,16,1,1,118.75,2,1082625,10,22,Mumbai Indians
7321,Rohit Sharma,c †Karthik b Faulkner,5,13,0,0,38.46,2,1082625,10,-1,Mumbai Indians
7322,Kieron Pollard,c McCullum b Basil Thampi,15,11,2,0,136.36,2,1082625,10,17,Mumbai Indians
7323,Krunal Pandya,run out (Jadeja),29,20,2,1,145,2,1082625,10,33,Mumbai Indians
7324,Hardik Pandya,c Ishan Kishan b Basil Thampi,4,5,0,0,80,2,1082625,10,4,Mumbai Indians
7325,Harbhajan Singh,lbw b Basil Thampi,0,1,0,0,0,2,1082625,10,-2,Mumbai Indians
7326,Mitchell McClenaghan,run out (Pathan),1,1,0,0,100,2,1082625,10,1,Mumbai Indians
7327,Jasprit Bumrah,run out (Jadeja),0,1,0,0,0,2,1082625,10,-2,Mumbai Indians
7328,Lasith Malinga,not out,0,1,0,0,0,2,1082625,10,-2,Mumbai Indians
7329,Sanju Samson,c Sharma b Sandeep Sharma,5,14,1,0,35.71,1,1082626,10,0,Delhi Daredevils
7330,Sam Billings,c †Saha b Sandeep Sharma,0,2,0,0,0,1,1082626,10,-2,Delhi Daredevils
7331,Karun Nair,b Patel,11,10,0,1,110,1,1082626,10,13,Delhi Daredevils
7332,Shreyas Iyer,c & b Sandeep Sharma,6,7,1,0,85.71,1,1082626,10,7,Delhi Daredevils
7333,Rishabh Pant,lbw b Maxwell,3,6,0,0,50,1,1082626,10,3,Delhi Daredevils
7334,Corey Anderson,b Aaron,18,25,0,1,72,1,1082626,10,20,Delhi Daredevils
7335,Chris Morris,c & b Patel,2,5,0,0,40,1,1082626,10,-4,Delhi Daredevils
7336,Kagiso Rabada,c Marsh b Sandeep Sharma,11,20,1,0,55,1,1082626,10,12,Delhi Daredevils
7337,Amit Mishra,not out,4,9,0,0,44.44,1,1082626,10,-2,Delhi Daredevils
7338,Mohammed Shami,c Sandeep Sharma b Aaron,2,4,0,0,50,1,1082626,10,2,Delhi Daredevils
7339,Shahbaz Nadeem,c & b Sharma,0,1,0,0,0,1,1082626,10,-2,Delhi Daredevils
7340,Martin Guptill,not out,50,27,6,3,185.19,2,1082626,10,68,Kings XI Punjab
7341,Hashim Amla,not out,16,20,1,0,80,2,1082626,10,17,Kings XI Punjab
7342,David Warner,c Gambhir b Woakes,126,59,10,8,213.56,1,1082627,10,174,Sunrisers Hyderabad
7343,Shikhar Dhawan,run out (Kuldeep Yadav),29,30,2,1,96.67,1,1082627,10,33,Sunrisers Hyderabad
7344,Kane Williamson,run out (Coulter-Nile/†Uthappa),40,25,5,0,160,1,1082627,10,45,Sunrisers Hyderabad
7345,Yuvraj Singh,not out,6,6,0,0,100,1,1082627,10,6,Sunrisers Hyderabad
7346,Sunil Narine,c Warner b Mohammed Siraj,1,4,0,0,25,2,1082627,10,-5,Kolkata Knight Riders
7347,Gautam Gambhir,c Rashid Khan b Kaul,11,11,2,0,100,2,1082627,10,13,Kolkata Knight Riders
7348,Robin Uthappa,c Warner b Mohammed Siraj,53,28,4,4,189.29,2,1082627,10,71,Kolkata Knight Riders
7349,Manish Pandey,c & b Kumar,39,29,3,0,134.48,2,1082627,10,42,Kolkata Knight Riders
7350,Yusuf Pathan,c Kaul b Rashid Khan,12,13,0,0,92.31,2,1082627,10,12,Kolkata Knight Riders
7351,Sheldon Jackson,c Rashid Khan b Kumar,16,17,1,0,94.12,2,1082627,10,17,Kolkata Knight Riders
7352,Colin de Grandhomme,c Rashid Khan b Kaul,18,15,1,1,120,2,1082627,10,21,Kolkata Knight Riders
7353,Chris Woakes,not out,6,3,1,0,200,2,1082627,10,13,Kolkata Knight Riders
7354,Virat Kohli,c RG Sharma b McClenaghan,20,14,0,2,142.86,1,1082628,10,24,Royal Challengers Bangalore
7355,Mandeep Singh,c HH Pandya b KV Sharma,17,13,3,0,130.77,1,1082628,10,20,Royal Challengers Bangalore
7356,Travis Head,c HH Pandya b KH Pandya,12,15,1,0,80,1,1082628,10,13,Royal Challengers Bangalore
7357,AB de Villiers,c Bumrah b KH Pandya,43,27,3,3,159.26,1,1082628,10,52,Royal Challengers Bangalore
7358,Kedar Jadhav,c Pollard b McClenaghan,28,22,2,0,127.27,1,1082628,10,30,Royal Challengers Bangalore
7359,Shane Watson,b Bumrah,3,5,0,0,60,1,1082628,10,3,Royal Challengers Bangalore
7360,Pawan Negi,c Pollard b McClenaghan,35,23,1,3,152.17,1,1082628,10,42,Royal Challengers Bangalore
7361,Adam Milne,not out,0,1,0,0,0,1,1082628,10,-2,Royal Challengers Bangalore
7362,Sreenath Aravind,run out (†Patel),0,0,0,0,0,1,1082628,10,-2,Royal Challengers Bangalore
7363,Parthiv Patel,c Chahal b Choudhary,0,1,0,0,0,2,1082628,10,-2,Mumbai Indians
7364,Jos Buttler,c Head b Negi,33,21,4,1,157.14,2,1082628,10,39,Mumbai Indians
7365,Nitish Rana,c Head b Negi,27,28,4,0,96.43,2,1082628,10,31,Mumbai Indians
7366,Rohit Sharma,not out,56,37,6,1,151.35,2,1082628,10,64,Mumbai Indians
7367,Kieron Pollard,c Head b Chahal,17,13,2,0,130.77,2,1082628,10,19,Mumbai Indians
7368,Krunal Pandya,retired hurt,2,2,0,0,100,2,1082628,10,2,Mumbai Indians
7369,Karn Sharma,c Milne b Watson,9,8,1,0,112.5,2,1082628,10,10,Mumbai Indians
7370,Hardik Pandya,not out,14,9,0,1,155.56,2,1082628,10,16,Mumbai Indians
7371,Ishan Kishan,c Washington Sundar b Imran Tahir,31,24,3,2,129.17,1,1082629,10,38,Gujarat Lions
7372,Brendon McCullum,c Rahane b Thakur,45,27,5,2,166.67,1,1082629,10,54,Gujarat Lions
7373,Suresh Raina,run out (Rahane/†Dhoni),8,8,0,0,100,1,1082629,10,8,Gujarat Lions
7374,Aaron Finch,c & b Imran Tahir,13,6,1,1,216.67,1,1082629,10,22,Gujarat Lions
7375,Dwayne Smith,b Imran Tahir,0,1,0,0,0,1,1082629,10,-2,Gujarat Lions
7376,Dinesh Karthik,run out (†Dhoni),29,26,3,0,111.54,1,1082629,10,32,Gujarat Lions
7377,Ravindra Jadeja,c Unadkat b Christian,19,12,3,0,158.33,1,1082629,10,22,Gujarat Lions
7378,James Faulkner,c Tiwary b Unadkat,6,7,0,0,85.71,1,1082629,10,6,Gujarat Lions
7379,Pradeep Sangwan,c Tripathi b Unadkat,1,2,0,0,50,1,1082629,10,1,Gujarat Lions
7380,Basil Thampi,not out,2,5,0,0,40,1,1082629,10,-4,Gujarat Lions
7381,Ankit Soni,b Unadkat,0,1,0,0,0,1,1082629,10,-2,Gujarat Lions
7382,Ajinkya Rahane,lbw b Sangwan,4,4,1,0,100,2,1082629,10,5,Rising Pune Supergiant
7383,Rahul Tripathi,run out (Finch),6,7,1,0,85.71,2,1082629,10,7,Rising Pune Supergiant
7384,Steven Smith,c Ankit Soni b Sangwan,4,2,1,0,200,2,1082629,10,11,Rising Pune Supergiant
7385,Manoj Tiwary,lbw b Basil Thampi,0,2,0,0,0,2,1082629,10,-2,Rising Pune Supergiant
7386,Ben Stokes,not out,103,63,7,6,163.49,2,1082629,10,138,Rising Pune Supergiant
7387,MS Dhoni,c McCullum b Basil Thampi,26,33,1,1,78.79,2,1082629,10,29,Rising Pune Supergiant
7388,Daniel Christian,not out,17,8,1,1,212.5,2,1082629,10,26,Rising Pune Supergiant
7389,David Warner,b Mohammed Shami,30,21,4,1,142.86,1,1082630,10,36,Sunrisers Hyderabad
7390,Shikhar Dhawan,c Iyer b Mishra,28,17,4,1,164.71,1,1082630,10,34,Sunrisers Hyderabad
7391,Kane Williamson,c Morris b Mohammed Shami,24,24,1,1,100,1,1082630,10,27,Sunrisers Hyderabad
7392,Yuvraj Singh,not out,70,41,11,1,170.73,1,1082630,10,89,Sunrisers Hyderabad
7393,Moises Henriques,not out,25,18,2,0,138.89,1,1082630,10,27,Sunrisers Hyderabad
7394,Sanju Samson,c Dhawan b Mohammed Siraj,24,19,2,1,126.32,2,1082630,10,28,Delhi Daredevils
7395,Karun Nair,c Kumar b Kaul,39,20,5,2,195,2,1082630,10,54,Delhi Daredevils
7396,Rishabh Pant,b Mohammed Siraj,34,20,4,1,170,2,1082630,10,46,Delhi Daredevils
7397,Shreyas Iyer,c Mohammed Siraj b Kumar,33,25,1,2,132,2,1082630,10,38,Delhi Daredevils
7398,Corey Anderson,not out,41,24,2,3,170.83,2,1082630,10,55,Delhi Daredevils
7399,Chris Morris,not out,15,7,1,1,214.29,2,1082630,10,24,Delhi Daredevils
7400,Sunil Narine,c & b Unadkat,0,6,0,0,0,1,1082631,10,-2,Kolkata Knight Riders
7401,Gautam Gambhir,c Rahane b Washington Sundar,24,19,3,1,126.32,1,1082631,10,29,Kolkata Knight Riders
7402,Sheldon Jackson,hit wicket b Washington Sundar,10,9,2,0,111.11,1,1082631,10,12,Kolkata Knight Riders
7403,Manish Pandey,c Rahane b Christian,37,32,4,1,115.63,1,1082631,10,43,Kolkata Knight Riders
7404,Yusuf Pathan,lbw b Imran Tahir,4,9,0,0,44.44,1,1082631,10,-2,Kolkata Knight Riders
7405,Colin de Grandhomme,c Washington Sundar b Unadkat,36,19,3,2,189.47,1,1082631,10,49,Kolkata Knight Riders
7406,Suryakumar Yadav,not out,30,16,2,2,187.5,1,1082631,10,42,Kolkata Knight Riders
7407,Chris Woakes,run out (Smith/Christian),1,3,0,0,33.33,1,1082631,10,-5,Kolkata Knight Riders
7408,Nathan Coulter Nile,c Washington Sundar b Stokes,6,5,0,1,120,1,1082631,10,8,Kolkata Knight Riders
7409,Umesh Yadav,not out,2,2,0,0,100,1,1082631,10,2,Kolkata Knight Riders
7410,Ajinkya Rahane,c †Jackson b UT Yadav,11,9,2,0,122.22,2,1082631,10,13,Rising Pune Supergiant
7411,Rahul Tripathi,c sub (R Powell) b Woakes,93,52,9,7,178.85,2,1082631,10,122,Rising Pune Supergiant
7412,Steven Smith,b Woakes,9,9,0,1,100,2,1082631,10,11,Rising Pune Supergiant
7413,Manoj Tiwary,b Woakes,8,9,1,0,88.89,2,1082631,10,9,Rising Pune Supergiant
7414,Ben Stokes,c & b Narine,14,15,1,0,93.33,2,1082631,10,15,Rising Pune Supergiant
7415,MS Dhoni,c †Jackson b Kuldeep Yadav,5,9,0,0,55.56,2,1082631,10,5,Rising Pune Supergiant
7416,Daniel Christian,not out,9,10,0,1,90,2,1082631,10,11,Rising Pune Supergiant
7417,Washington Sundar,not out,1,3,0,0,33.33,2,1082631,10,-5,Rising Pune Supergiant
7418,Dwayne Smith,run out (Nadeem),9,4,2,0,225,1,1082632,10,17,Gujarat Lions
