,Player,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location
7225,Washington Sundar,not out,2,2,0,0,100,1,1082618,10,2,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7226,Parthiv Patel,b Washington Sundar,33,27,4,0,122.22,2,1082618,10,37,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7227,Jos Buttler,c Washington Sundar b Stokes,17,13,3,0,130.77,2,1082618,10,20,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7228,Nitish Rana,c Unadkat b Christian,3,9,0,0,33.33,2,1082618,10,-3,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7229,Rohit Sharma,c & b Unadkat,58,39,6,3,148.72,2,1082618,10,70,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7230,Karn Sharma,b Stokes,11,10,0,1,110,2,1082618,10,13,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7231,Kieron Pollard,c Smith b Imran Tahir,9,9,1,0,100,2,1082618,10,10,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7232,Hardik Pandya,c Stokes b Unadkat,13,11,2,0,118.18,2,1082618,10,15,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7233,Harbhajan Singh,not out,7,2,0,1,350,2,1082618,10,15,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7234,Mitchell McClenaghan,run out (Unadkat/Stokes),0,0,0,0,0,2,1082618,10,-2,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7235,Mitchell Johnson,not out,0,0,0,0,0,2,1082618,10,-2,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,"Wankhede Stadium, Mumbai"
7236,Ajinkya Rahane,st †Uthappa b Narine,46,41,4,1,112.2,1,1082620,10,52,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7237,Rahul Tripathi,b Chawla,38,23,7,0,165.22,1,1082620,10,45,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7238,Steven Smith,not out,51,37,4,1,137.84,1,1082620,10,57,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7239,MS Dhoni,st †Uthappa b Kuldeep Yadav,23,11,1,2,209.09,1,1082620,10,34,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7240,Manoj Tiwary,st †Uthappa b Kuldeep Yadav,1,2,0,0,50,1,1082620,10,1,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7241,Daniel Christian,c Pandey b Yadav,16,6,0,2,266.67,1,1082620,10,26,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7242,Sunil Narine,run out (Thakur/†Dhoni),16,11,3,0,145.45,2,1082620,10,19,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7243,Gautam Gambhir,c Thakur b Christian,62,46,6,1,134.78,2,1082620,10,70,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7244,Robin Uthappa,c Tripathi b Unadkat,87,47,7,6,185.11,2,1082620,10,112,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7245,Darren Bravo,not out,6,5,1,0,120,2,1082620,10,7,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7246,Manish Pandey,not out,0,0,0,0,0,2,1082620,10,-2,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune"
7247,Chris Gayle,c †Karthik b Tye,8,11,1,0,72.73,1,1082621,10,9,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7248,Virat Kohli,c Finch b Basil Thampi,10,13,0,1,76.92,1,1082621,10,12,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7249,AB de Villiers,run out (Jadeja),5,11,0,0,45.45,1,1082621,10,-1,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7250,Travis Head,c Raina b Tye,0,1,0,0,0,1,1082621,10,-2,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7251,Kedar Jadhav,b Jadeja,31,18,4,1,172.22,1,1082621,10,43,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7252,Mandeep Singh,c Jadeja b Tye,8,14,0,0,57.14,1,1082621,10,8,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7253,Pawan Negi,c Basil Thampi b Ankit Soni,32,19,3,2,168.42,1,1082621,10,39,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7254,Samuel Badree,c Ishan Kishan b Jadeja,3,3,0,0,100,1,1082621,10,3,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7255,Sreenath Aravind,c McCullum b Faulkner,9,16,0,0,56.25,1,1082621,10,9,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7256,Aniket Choudhary,not out,15,12,1,0,125,1,1082621,10,16,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7257,Yuzvendra Chahal,run out (McCullum/†Karthik),1,2,0,0,50,1,1082621,10,1,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7258,Ishan Kishan,lbw b Badree,16,11,4,0,145.45,2,1082621,10,20,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7259,Brendon McCullum,c de Villiers b Badree,3,6,0,0,50,2,1082621,10,3,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7260,Suresh Raina,not out,34,30,4,1,113.33,2,1082621,10,40,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7261,Aaron Finch,c de Villiers b Negi,72,34,5,6,211.76,2,1082621,10,95,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7262,Ravindra Jadeja,not out,2,4,0,0,50,2,1082621,10,2,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,"M.Chinnaswamy Stadium, Bengaluru"
7263,Sanju Samson,lbw b Yadav,60,38,4,3,157.89,1,1082622,10,70,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7264,Karun Nair,lbw b Narine,15,17,3,0,88.24,1,1082622,10,18,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7265,Shreyas Iyer,lbw b Coulter-Nile,47,34,4,1,138.24,1,1082622,10,53,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7266,Rishabh Pant,lbw b Coulter-Nile,6,4,1,0,150,1,1082622,10,7,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7267,Chris Morris,c Woakes b Coulter-Nile,11,10,1,0,110,1,1082622,10,12,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7268,Corey Anderson,run out (Jackson/Gambhir),2,5,0,0,40,1,1082622,10,-4,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7269,Ankit Bawne,not out,12,12,1,0,100,1,1082622,10,13,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7270,Pat Cummins,not out,0,0,0,0,0,1,1082622,10,-2,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7271,Sunil Narine,b Rabada,4,4,1,0,100,2,1082622,10,5,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7272,Gautam Gambhir,not out,71,52,11,0,136.54,2,1082622,10,82,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7273,Robin Uthappa,run out (Nair),59,33,5,4,178.79,2,1082622,10,78,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7274,Manish Pandey,b Rabada,5,4,1,0,125,2,1082622,10,6,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7275,Sheldon Jackson,not out,12,5,2,0,240,2,1082622,10,20,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,"Eden Gardens, Kolkata"
7276,David Warner,b Maxwell,51,27,4,4,188.89,1,1082623,10,69,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7277,Shikhar Dhawan,c Maxwell b MM Sharma,77,48,9,1,160.42,1,1082623,10,88,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7278,Kane Williamson,not out,54,27,4,2,200,1,1082623,10,68,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7279,Yuvraj Singh,c Patel b Maxwell,15,12,2,0,125,1,1082623,10,17,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7280,Moises Henriques,not out,7,6,0,0,116.67,1,1082623,10,7,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7281,Martin Guptill,c Henriques b Kumar,23,11,4,1,209.09,2,1082623,10,35,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7282,Manan Vohra,c Kaul b Nehra,3,6,0,0,50,2,1082623,10,3,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7283,Shaun Marsh,c Hooda b Kumar,84,50,14,2,168,2,1082623,10,102,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7284,Glenn Maxwell,c Nehra b Kaul,0,2,0,0,0,2,1082623,10,-2,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7285,Eoin Morgan,c Hooda b Rashid Khan,26,21,2,1,123.81,2,1082623,10,30,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7286,Wriddhiman Saha,b Kaul,2,4,0,0,50,2,1082623,10,2,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7287,Axar Patel,c Warner b Kaul,16,9,2,0,177.78,2,1082623,10,24,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7288,Anureet Singh,c Williamson b Nehra,15,12,2,0,125,2,1082623,10,17,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7289,Mohit Sharma,c Hooda b Nehra,2,4,0,0,50,2,1082623,10,2,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7290,Ishant Sharma,not out,5,2,1,0,250,2,1082623,10,12,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7291,Ajinkya Rahane,c Milne b Badree,6,8,0,0,75,1,1082624,10,6,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7292,Rahul Tripathi,c †Jadhav b Negi,37,28,4,1,132.14,1,1082624,10,43,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7293,Steven Smith,c Milne b Binny,45,32,5,1,140.63,1,1082624,10,52,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7294,Manoj Tiwary,not out,44,35,4,1,125.71,1,1082624,10,50,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7295,MS Dhoni,not out,21,17,1,1,123.53,1,1082624,10,24,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7296,Travis Head,b Unadkat,2,5,0,0,40,2,1082624,10,-4,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7297,Virat Kohli,c sub (MA Agarwal) b Christian,55,48,4,1,114.58,2,1082624,10,61,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7298,AB de Villiers,c Tiwary b Ferguson,3,8,0,0,37.5,2,1082624,10,-3,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7299,Kedar Jadhav,run out (Ferguson/†Dhoni),7,12,1,0,58.33,2,1082624,10,8,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7300,Sachin Baby,c Smith b Washington Sundar,2,4,0,0,50,2,1082624,10,2,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7301,Stuart Binny,c Washington Sundar b Ferguson,1,7,0,0,14.29,2,1082624,10,-5,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7302,Pawan Negi,c Christian b Imran Tahir,3,7,0,0,42.86,2,1082624,10,-3,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7303,Adam Milne,c Smith b Imran Tahir,5,8,0,0,62.5,2,1082624,10,5,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7304,Samuel Badree,b Imran Tahir,2,7,0,0,28.57,2,1082624,10,-4,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7305,Sreenath Aravind,not out,8,5,1,0,160,2,1082624,10,9,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7306,Yuzvendra Chahal,not out,4,9,0,0,44.44,2,1082624,10,-2,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune"
7307,Ishan Kishan,c Pollard b Harbhajan Singh,48,35,6,2,137.14,1,1082625,10,58,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7308,Brendon McCullum,b Malinga,6,4,1,0,150,1,1082625,10,7,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7309,Suresh Raina,c Pollard b Bumrah,1,3,0,0,33.33,1,1082625,10,-5,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7310,Aaron Finch,b Malinga,0,3,0,0,0,1,1082625,10,-2,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7311,Dinesh Karthik,st †Patel b KH Pandya,2,8,0,0,25,1,1082625,10,-4,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7312,Ravindra Jadeja,c & b KH Pandya,28,21,2,1,133.33,1,1082625,10,32,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7313,James Faulkner,b Bumrah,21,27,2,0,77.78,1,1082625,10,23,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7314,Irfan Pathan,c HH Pandya b KH Pandya,2,3,0,0,66.67,1,1082625,10,2,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7315,Andrew Tye,run out (Bumrah),25,12,2,2,208.33,1,1082625,10,37,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7316,Basil Thampi,not out,2,4,0,0,50,1,1082625,10,2,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7317,Ankit Soni,not out,7,2,0,1,350,1,1082625,10,15,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7318,Parthiv Patel,c †Karthik b Faulkner,70,44,9,1,159.09,2,1082625,10,81,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7319,Jos Buttler,run out (Faulkner),9,7,2,0,128.57,2,1082625,10,11,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7320,Nitish Rana,lbw b Ankit Soni,19,16,1,1,118.75,2,1082625,10,22,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7321,Rohit Sharma,c †Karthik b Faulkner,5,13,0,0,38.46,2,1082625,10,-1,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7322,Kieron Pollard,c McCullum b Basil Thampi,15,11,2,0,136.36,2,1082625,10,17,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7323,Krunal Pandya,run out (Jadeja),29,20,2,1,145,2,1082625,10,33,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7324,Hardik Pandya,c Ishan Kishan b Basil Thampi,4,5,0,0,80,2,1082625,10,4,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7325,Harbhajan Singh,lbw b Basil Thampi,0,1,0,0,0,2,1082625,10,-2,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7326,Mitchell McClenaghan,run out (Pathan),1,1,0,0,100,2,1082625,10,1,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7327,Jasprit Bumrah,run out (Jadeja),0,1,0,0,0,2,1082625,10,-2,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7328,Lasith Malinga,not out,0,1,0,0,0,2,1082625,10,-2,Mumbai Indians,Gujarat Lions,Gujarat Lions,bat,"Saurashtra Cricket Association Stadium, Rajkot"
7329,Sanju Samson,c Sharma b Sandeep Sharma,5,14,1,0,35.71,1,1082626,10,0,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7330,Sam Billings,c †Saha b Sandeep Sharma,0,2,0,0,0,1,1082626,10,-2,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7331,Karun Nair,b Patel,11,10,0,1,110,1,1082626,10,13,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7332,Shreyas Iyer,c & b Sandeep Sharma,6,7,1,0,85.71,1,1082626,10,7,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7333,Rishabh Pant,lbw b Maxwell,3,6,0,0,50,1,1082626,10,3,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7334,Corey Anderson,b Aaron,18,25,0,1,72,1,1082626,10,20,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7335,Chris Morris,c & b Patel,2,5,0,0,40,1,1082626,10,-4,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7336,Kagiso Rabada,c Marsh b Sandeep Sharma,11,20,1,0,55,1,1082626,10,12,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7337,Amit Mishra,not out,4,9,0,0,44.44,1,1082626,10,-2,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7338,Mohammed Shami,c Sandeep Sharma b Aaron,2,4,0,0,50,1,1082626,10,2,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7339,Shahbaz Nadeem,c & b Sharma,0,1,0,0,0,1,1082626,10,-2,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7340,Martin Guptill,not out,50,27,6,3,185.19,2,1082626,10,68,Punjab Kings,Delhi Capitals,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7341,Hashim Amla,not out,16,20,1,0,80,2,1082626,10,17,Punjab Kings,Delhi Capitals,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
7342,David Warner,c Gambhir b Woakes,126,59,10,8,213.56,1,1082627,10,174,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7343,Shikhar Dhawan,run out (Kuldeep Yadav),29,30,2,1,96.67,1,1082627,10,33,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7344,Kane Williamson,run out (Coulter-Nile/†Uthappa),40,25,5,0,160,1,1082627,10,45,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7345,Yuvraj Singh,not out,6,6,0,0,100,1,1082627,10,6,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7346,Sunil Narine,c Warner b Mohammed Siraj,1,4,0,0,25,2,1082627,10,-5,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7347,Gautam Gambhir,c Rashid Khan b Kaul,11,11,2,0,100,2,1082627,10,13,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
7348,Robin Uthappa,c Warner b Mohammed Siraj,53,28,4,4,189.29,2,1082627,10,71,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
